cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0212-00-1032140-1-1,Instituto Nacional De Reforma Agraria Inra,Servicios Generales,ANPE,"Servicio De Internet Gpon, On Line Para La Direccion Nacional Y Direcciones  Departamentales  Cochabamba, Santa Cruz Y Vdsl Para La Direccion Departamental De La Paz",Contratado,2020-03-09,2020-03-02,ConvocatoriaDocumento Base de ContratacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de Servicio,FORM 100FORM 170FORM 200,Ver Ficha,Ariel Weimar Barja Rodas (Telf: 2408757 - 2407694), ,,   - ,06/03/2020 10:00,2020-03-16,La Paz,NB-SABS (D.S.0181)
20-0212-00-1033102-1-1,Instituto Nacional De Reforma Agraria Inra,Servicios Generales,ANPP,Servicio De Fotocopias Y Anillados Para La Direccion Nacional Del Inra 2020,No Informado,2020-03-17,2020-03-05,Documento Base de ContratacionConvocatoria,FORM 100,Ver Ficha,Ariel Weimar Barja Rodas (Telf: 2408757 - 2407694), ,,   - ,09/03/2020 10:00,,La Paz,NB-SABS (D.S.0181)
20-0212-00-1034115-0-E,Instituto Nacional De Reforma Agraria Inra,Servicios Generales,CM,Servicio  De Parqueo Para Los Vehiculos Direccion Nacional Inra,Contratado,,2020-03-09,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Ariel Weimar Barja Rodas (Telf: 2408757 - 2407694), ,,   - , ,2019-12-31,La Paz,NB-SABS (D.S.0181)
20-0212-00-1029327-2-2,Instituto Nacional De Reforma Agraria Inra,Servicios Generales,ANPE,Servicio De Fotocopias Y Anillados Para El Inra Santa Cruz Gestion 2020,No Informado,2020-03-13,2020-03-09,ConvocatoriaDocumento Base de Contratacion,FORM 100,Ver Ficha,Heydi Arancibia Mamani (Telf: 2408757 - 2407694), ,,   - , ,,La Paz,NB-SABS (D.S.0181)
20-0212-00-1035472-0-E,Instituto Nacional De Reforma Agraria Inra,Servicios Generales,CM,Servicio De Cafeteria  Para  La  Direccion  Nacional  Del Inra  Gestion 2020,Contratado,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Ariel Weimar Barja Rodas (Telf: 2408757 - 2407694), ,,   - , ,2020-03-03,La Paz,NB-SABS (D.S.0181)
20-0212-00-1036216-0-E,Instituto Nacional De Reforma Agraria Inra,Servicios Generales,CM,Impresiã?N De Papel Valorado Para La Unidad De Titulaciã?N Y Certificaciones Inra Nacional,Contratado,,2020-03-17,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ariel Weimar Barja Rodas (Telf: 2408757 - 2407694), ,,   - , ,2020-02-17,La Paz,NB-SABS (D.S.0181)
20-0212-00-1037987-0-E,Instituto Nacional De Reforma Agraria Inra,Servicios Generales,CD,Servicio De Alquiler De Inmueble Para Las Oficinas De La Direcciã???N Departamental  Del Inra Chuquisaca,Contratado,,2020-04-07,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Maria Del Carmen Cuba Castro (Telf: 2408757 - 2407694), ,,   - , ,2020-03-17,La Paz,NB-SABS (D.S.0181)
20-0212-00-1038392-0-E,Instituto Nacional De Reforma Agraria Inra,Servicios Generales,CD,Servicio De Suministro De Combustible Para La Dirección Departamental Inra Chuquisaca,Contratado,,2020-04-16,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Maria Del Carmen Cuba Castro (Telf: 2408757 - 2407694), ,,   - , ,2020-03-24,La Paz,NB-SABS (D.S.0181)
20-0212-00-1047731-0-E,Instituto Nacional De Reforma Agraria Inra,Bienes,CM,Adquisiciã??N De Toner Para Impresiã??N De Las Resoluciones Finales De Saneamiento,Contratado,,2020-07-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ariel Weimar Barja Rodas (Telf: 2408757 - 2407694), ,,   - , ,2020-06-12,La Paz,NB-SABS (D.S.0181)
20-0212-00-1049080-0-E,Instituto Nacional De Reforma Agraria Inra,Servicios Generales,CD,Arrendamiento De Inmueble Para Oficinas Del Inra Departamental La Paz Periodo Julio - Diciembre 2020,Contratado,,2020-07-10,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Ariel Weimar Barja Rodas (Telf: 2408757 - 2407694), ,,   - , ,2020-06-26,La Paz,NB-SABS (D.S.0181)
20-0212-00-1051262-0-E,Instituto Nacional De Reforma Agraria Inra,Bienes,CM,Adquisiciã?N De Equipos De Comunicaciã?N Para La Direcciã?N Nacional Del Inra,Contratado,,2020-07-24,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Percy Hugo Quispe Saldivar (Telf: 2408757 - 2407694), ,,   - , ,2020-03-16,La Paz,NB-SABS (D.S.0181)
20-0212-00-1052365-0-E,Instituto Nacional De Reforma Agraria Inra,Servicios Generales,CM,Servicio De Fotocopias Y Anillados Para La Direcciã??N Nacional Del Inra,Contratado,,2020-07-30,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Antonio Torrelio Corvera (Telf: 2408757 - 2407694), ,,   - , ,2020-07-07,La Paz,NB-SABS (D.S.0181)
