cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0902-03-1034100-0-E,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,CM,Adquisicion De Tonners Para El Inamen,Contratado,,2020-03-09,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884), ,,   - , ,2020-02-21,La Paz,NB-SABS (D.S.0181)
20-0902-03-1037804-0-E,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,CM,Adquisicion De Reactivos En La Etapa Neonatal,Contratado,,2020-04-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884), ,,   - , ,2020-03-25,La Paz,NB-SABS (D.S.0181)
20-0902-03-1037803-0-E,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,CM,Adquisicion De Reactivos Para Detectar Enfermedades Congenitas,Contratado,,2020-04-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884), ,,   - , ,2020-03-25,La Paz,NB-SABS (D.S.0181)
20-0902-03-1037800-0-E,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,CM,Adquisicion De Reactivos Pku Para La Unidad De Inmunoanalisis,Contratado,,2020-04-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884), ,,   - , ,2020-03-25,La Paz,NB-SABS (D.S.0181)
20-0902-03-1037805-0-E,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,CM,Adquisicion De Los Reactivos Irt Y Htsh Neonatal Para La Unidad De Inmunoanalisis,Contratado,,2020-04-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884), ,,   - , ,2020-03-25,La Paz,NB-SABS (D.S.0181)
20-0902-03-1037801-0-E,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,CM,Adquisicion De Reactivos Para Laboratorio,Contratado,,2020-04-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884), ,,   - , ,2020-03-25,La Paz,NB-SABS (D.S.0181)
20-0902-03-1037807-0-E,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,CM,Adquisicion De Reactivos Para La Unidad De Tamizaje Neonatal,Contratado,,2020-04-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884), ,,   - , ,2020-03-27,La Paz,NB-SABS (D.S.0181)
20-0902-03-1040685-1-1,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,ANPE,Adquisicion De Una Cabina De Bioseguridad,Contratado,2020-05-22,2020-05-18,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 100FORM 170FORM 200FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884), ,,   - , ,2020-05-26,La Paz,NB-SABS (D.S.0181)
20-0902-03-1042952-0-E,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,CM,Adquisicion De Reactivos 17aoh Progesterona,Contratado,,2020-06-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884), ,,   - , ,2020-05-11,La Paz,NB-SABS (D.S.0181)
20-0902-03-1042925-0-E,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,CM,Adquisicion De Reactivos Para Laboratorio Pku Neonatal,Contratado,,2020-06-04,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884), ,,   - , ,2020-05-15,La Paz,NB-SABS (D.S.0181)
20-0902-03-1042904-0-E,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,CM,Adquisicion De Reactivos Para Tamizaje,Contratado,,2020-06-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884), ,,   - , ,2020-05-11,La Paz,NB-SABS (D.S.0181)
20-0902-03-1042918-0-E,Instituto Nacional De Medicina Nuclear - Inamen,Bienes,CM,Adquisicion De Los Reactivos Irt Y Htsh Neonatal,Contratado,,2020-06-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Cecilia Ingrid Pérez Zubieta (Telf: 2226116-2229884), ,,   - , ,2020-05-11,La Paz,NB-SABS (D.S.0181)
