cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1107-00-1032679-0-E,Gobierno Autonomo Municipal De Presto,Bienes,CD,Adquisiciã??N De 31 Quintales De Haba Seca,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioDoc. resolucion Contrato / Doc. deja sin efecto Orden de Compra/Servicio,FORM 400FORM 600,Ver Ficha,Santos Flores Kanchi (Telf: 71160077), ,,   - , ,2020-01-24,Chuquisaca,Ley 622 Alimentacion Escolar
20-1107-00-1032506-0-E,Gobierno Autonomo Municipal De Presto,Bienes,CD,Adquisiciã?N De 38 Quintales De Trigo Pelado,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Santos Flores Kanchi (Telf: 71160077), ,,   - , ,2020-01-24,Chuquisaca,Ley 622 Alimentacion Escolar
20-1107-00-1032659-0-E,Gobierno Autonomo Municipal De Presto,Bienes,CD,Adquisiciã?N De 31 Quintales De MaãZ Para Tojori,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioDoc. resolucion Contrato / Doc. deja sin efecto Orden de Compra/Servicio,FORM 400FORM 600,Ver Ficha,Santos Flores Kanchi (Telf: 71160077), ,,   - , ,2020-01-24,Chuquisaca,Ley 622 Alimentacion Escolar
20-1107-00-1032688-0-E,Gobierno Autonomo Municipal De Presto,Bienes,CD,Adquisiciã?N De 33 Quintales De Manã,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioDoc. resolucion Contrato / Doc. deja sin efecto Orden de Compra/Servicio,FORM 400FORM 600,Ver Ficha,Santos Flores Kanchi (Telf: 71160077), ,,   - , ,2020-01-24,Chuquisaca,Ley 622 Alimentacion Escolar
20-1107-00-1032516-0-E,Gobierno Autonomo Municipal De Presto,Bienes,CD,Adquisiciã?N De 90 Quintales De Harina De Trigo Integral,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Santos Flores Kanchi (Telf: 71160077), ,,   - , ,2020-01-24,Chuquisaca,Ley 622 Alimentacion Escolar
20-1107-00-1032660-0-E,Gobierno Autonomo Municipal De Presto,Bienes,CD,Adquisiciã??N De 42 Quintales De Api Morado Frutado,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioDoc. resolucion Contrato / Doc. deja sin efecto Orden de Compra/Servicio,FORM 400FORM 600,Ver Ficha,Santos Flores Kanchi (Telf: 71160077), ,,   - , ,2020-01-24,Chuquisaca,Ley 622 Alimentacion Escolar
20-1107-00-1032657-0-E,Gobierno Autonomo Municipal De Presto,Bienes,CD,Adquisiciã?N De 18 Quintales De Harina Para Tojori,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioDoc. resolucion Contrato / Doc. deja sin efecto Orden de Compra/Servicio,FORM 400FORM 600,Ver Ficha,Santos Flores Kanchi (Telf: 71160077), ,,   - , ,2020-01-24,Chuquisaca,Ley 622 Alimentacion Escolar
20-1107-00-1032658-0-E,Gobierno Autonomo Municipal De Presto,Bienes,CD,Adquisicion De 28650 Sachets De 10 Ml De Miel De Abeja,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Santos Flores Kanchi (Telf: 71160077), ,,   - , ,2020-01-24,Chuquisaca,Ley 622 Alimentacion Escolar
20-1107-00-1032920-1-1,Gobierno Autonomo Municipal De Presto,Consultoria,OF,Elaboración De Auditoria Financiera Del Proyecto ?Construcción Puente Vehicular Tomoroco (Presto)?,Suspendido,2020-03-24,2020-03-06,Documento Base de ContratacionConvocatoriaResolucion de aprobacion del DBCResolucion/Documento de Suspension,FORM 100FORM 120FORM 100-E,Ver Ficha,Santos Flores Kanchi (Telf: 71160077), ,,   - ,12/03/2020 15:00,,Chuquisaca,Otra Normativa especifica
20-1107-00-1033544-1-1,Gobierno Autonomo Municipal De Presto,Consultoria,OF,Elaboración De Auditoria Financiera Del Proyecto ?Construcción Puente Vehicular Presto Pueblo (Municipio Presto)?,Suspendido,2020-03-24,2020-03-06,ConvocatoriaDocumento Base de ContratacionResolucion de aprobacion del DBCResolucion/Documento de Suspension,FORM 100FORM 120FORM 100-E,Ver Ficha,Santos Flores Kanchi (Telf: 71160077), ,,   - ,12/03/2020 16:00,,Chuquisaca,Otra Normativa especifica
