cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0340-00-1032202-1-1,Servicio General De Identificacion Personal,Consultoria,ANPE,"Consultoria Individual De Linea ""Tecnico Inspector De Evaluacion En Habilidades De Conducir - Direccion Departamental Oruro"" (2 Plazas)",Anulado desde la convocatoria,2020-03-09,2020-03-02,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Paola Viviana Argani Torrez (Telf: 2117405), ,,   - , ,,La Paz,NB-SABS (D.S.0181)
20-0340-00-1025400-2-1,Servicio General De Identificacion Personal,Servicios Generales,ANPE,Servicio De Limpieza Gestion 2020 - Direccion Departamental Beni,Adjudicado,2020-03-09,2020-03-02,ConvocatoriaDocumento Base de ContratacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionResolucion/Documento de SuspensionResolucion/Documento de Reanudacion,FORM 100FORM 170FORM 100-EFORM RPS,Ver Ficha,Paola Viviana Argani Torrez (Telf: 2117405), ,,   - ,06/03/2020 10:00,2020-03-12,La Paz,NB-SABS (D.S.0181)
20-0340-00-1032202-1-2,Servicio General De Identificacion Personal,Consultoria,ANPE,"Consultoria Individual De Linea ""Tecnico Inspector De Evaluacion En Habilidades De Conducir - Direccion Departamental Oruro"" (2 Plazas)",Contratado,2020-03-10,2020-03-03,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Res. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionResolucion/Documento de SuspensionResolucion/Documento de ReanudacionContrato/Orden de Compra/Orden de ServicioVer mas...,FORM 100FORM 170FORM 100-EFORM RPSFORM 200,Ver Ficha,Paola Viviana Argani Torrez (Telf: 2117405), ,,   - , ,2020-03-13,La Paz,NB-SABS (D.S.0181)
20-0340-00-1032828-1-1,Servicio General De Identificacion Personal,Consultoria,ANPP,Contratacion De Consultores De Linea Para El Area De Archivo - Direccion Departamental La Paz,Contratado,2020-03-17,2020-03-04,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de SuspensionResolucion/Documento de ReanudacionInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioVer mas...,FORM 100FORM 100-EFORM RPSFORM 170FORM 200,Ver Ficha,Jhanice Alba Arando Gutierrez (Telf: 2117405), ,,   - , ,2020-06-19,La Paz,NB-SABS (D.S.0181)
20-0340-00-1032891-1-1,Servicio General De Identificacion Personal,Consultoria,ANPE,Consultoria Individual De Linea Tecnico Y Auxiliar De Archivo - Unidad Nacional De Archivo,Contratado,2020-03-12,2020-03-05,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Resolucion/Documento de SuspensionResolucion/Documento de ReanudacionContrato/Orden de Compra/Orden de ServicioVer mas...,FORM 100FORM 170FORM 100-EFORM RPSFORM 200,Ver Ficha,Geovanni Ruben Chavez Zegarra (Telf: 2117405), ,,   - , ,2020-03-18,La Paz,NB-SABS (D.S.0181)
20-0340-00-1033828-1-1,Servicio General De Identificacion Personal,Servicios Generales,ANPE,Servicio De Courier Interprovincial Gestion 2020 - Direccion Departamental Beni,Desierto,2020-03-13,2020-03-06,Documento Base de ContratacionConvocatoriaRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Paola Viviana Argani Torrez (Telf: 2117405), ,,   - ,11/03/2020 16:00,2020-03-18,La Paz,NB-SABS (D.S.0181)
20-0340-00-1033664-1-1,Servicio General De Identificacion Personal,Bienes,ANPP,Adquisicion De Material Valorado - Teslin De Seguridad Para Emision De Cedulas De Identidad,Contratado,2020-03-19,2020-03-06,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de SuspensionResolucion/Documento de ReanudacionResolucion/Documento de SuspensionResolucion/Documento de ReanudacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionVer mas...,FORM 100FORM 100-EFORM RPSFORM 100-EFORM RPSFORM 170FORM 200FORM 500,Ver Ficha,Jhanice Alba Arando Gutierrez (Telf: 2117405), ,,   - ,12/03/2020 16:00,2020-05-12,La Paz,NB-SABS (D.S.0181)
20-0340-00-1033826-1-1,Servicio General De Identificacion Personal,Servicios Generales,ANPP,"Servicio De Limpieza De La Oficina Principal De Cedulas De Identidad, Licencias Para Conducir, Direccion, Oficina De Montero, La Guardia Y Oficina Center - Direccion Departamental Santa Cruz",Anulado desde la convocatoria,2020-03-19,2020-03-06,Documento Base de ContratacionConvocatoriaActa Reunion de AclaracionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Julio Cesar Salinas Barrientos (Telf: 2117405), ,,   - ,13/03/2020 15:30,,La Paz,NB-SABS (D.S.0181)
20-0340-00-1033865-1-1,Servicio General De Identificacion Personal,Consultoria,ANPP,Consultoria De Linea Para Las Jefaturas De La Direccion Nacional De Tecnologia De La Informacion Y Comunicacion,Contratado,2020-03-19,2020-03-06,Documento Base de ContratacionConvocatoriaResolucion/Documento de SuspensionResolucion/Documento de ReanudacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionResolucion/Documento de AnulacionCarta de desistimiento/Carta notariadaVer mas...,FORM 100FORM 100-EFORM RPSFORM 170FORM 100-EFORM 180FORM 170FORM 100-EVer mas...,Ver Ficha,Jhanice Alba Arando Gutierrez (Telf: 2117405), ,,   - , ,2020-07-15,La Paz,NB-SABS (D.S.0181)
20-0340-00-1034149-0-E,Servicio General De Identificacion Personal,Servicios Generales,CM,Servicio De Courier Interprovincial Gestion 2020 - Direccion Departamental Tarija,Contratado,,2020-03-09,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Fabiola Ayaviri Mamani (Telf: 2117405), ,,   - , ,2020-02-18,La Paz,NB-SABS (D.S.0181)
