cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0086-11-1034765-0-E,Unidad Coordinadora Y Ejecutora De Programas Y Proyectos Del Ministerio De Medio Ambiente Y Agua  Ucep-Mmaya,Consultoria,CM,Profesional En Adquisiciones Y Contrataciones Ucep Mmaya,Contratado,,2020-03-11,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Contrato Modificatorio/Orden de Cambio,FORM 400FORM 250,Ver Ficha,Carla Wendy Suarez Espinoza (Telf: 2149951), ,,   - , ,2020-02-18,La Paz,NB-SABS (D.S.0181)
20-0086-11-1034824-0-E,Unidad Coordinadora Y Ejecutora De Programas Y Proyectos Del Ministerio De Medio Ambiente Y Agua  Ucep-Mmaya,Servicios Generales,CM,Servicio De Limpieza Para La Ucep Mmaya,Contratado,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Carla Wendy Suarez Espinoza (Telf: 2149951), ,,   - , ,2020-02-14,La Paz,NB-SABS (D.S.0181)
20-0086-11-1035141-0-E,Unidad Coordinadora Y Ejecutora De Programas Y Proyectos Del Ministerio De Medio Ambiente Y Agua  Ucep-Mmaya,Consultoria,CM,Profesional Ix Tecnico Ambiental Ucep Mmaya,Contratado,,2020-03-12,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato Modificatorio/Orden de Cambio,FORM 400FORM 250,Ver Ficha,Carla Wendy Suarez Espinoza (Telf: 2149951), ,,   - , ,2020-03-04,La Paz,NB-SABS (D.S.0181)
20-0086-11-1034833-0-E,Unidad Coordinadora Y Ejecutora De Programas Y Proyectos Del Ministerio De Medio Ambiente Y Agua  Ucep-Mmaya,Servicios Generales,CD,Alquiler De Ambientes Ucep Mmaya,Contratado,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Carla Wendy Suarez Espinoza (Telf: 2149951), ,,   - , ,2020-02-14,La Paz,NB-SABS (D.S.0181)
20-0086-11-1035205-0-E,Unidad Coordinadora Y Ejecutora De Programas Y Proyectos Del Ministerio De Medio Ambiente Y Agua  Ucep-Mmaya,Consultoria,CM,Coordinador Ii Coordinador Administrativo Ucep Mmaya,Contratado,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Carla Wendy Suarez Espinoza (Telf: 2149951), ,,   - , ,2020-03-04,La Paz,NB-SABS (D.S.0181)
20-0086-11-1035217-0-E,Unidad Coordinadora Y Ejecutora De Programas Y Proyectos Del Ministerio De Medio Ambiente Y Agua  Ucep-Mmaya,Consultoria,CM,Profesional Viii Profesional Tecnico En Agua Potable Y Saneamiento Basico Ucep Mmaya,Contratado,,2020-03-12,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Carla Wendy Suarez Espinoza (Telf: 2149951), ,,   - , ,2020-02-21,La Paz,NB-SABS (D.S.0181)
20-0086-11-1026856-1-2,Unidad Coordinadora Y Ejecutora De Programas Y Proyectos Del Ministerio De Medio Ambiente Y Agua  Ucep-Mmaya,Consultoria,OF,Auditoria Financiera Externa A Los Estados Financieros Del Programa Mas Inversion Para El Agua (Miagua Iv) - Gestion 2019 Contrato De Prestamo Cfa N° 9344,Desierto,2020-08-07,2020-03-19,Documento Base de ContratacionConvocatoriaResolucion/Documento de SuspensionResolucion/Documento de SuspensionResolucion/Documento de SuspensionResolucion/Documento de ReanudacionResolucion/Documento de ReanudacionResolucion de aprobacion del DBCVer mas...,FORM 100FORM 100-EFORM RPSFORM 120FORM 170,Ver Ficha,Carla Wendy Suarez Espinoza (Telf: 2149951), ,,   - ,30/03/2020 11:30,2020-08-13,La Paz,Otra Normativa especifica
20-0086-11-1043594-0-E,Unidad Coordinadora Y Ejecutora De Programas Y Proyectos Del Ministerio De Medio Ambiente Y Agua  Ucep-Mmaya,Consultoria,CM,Tecnico Vi Encargado En Asuntos Administrativos Para La Ucep Mmaya,Contratado,,2020-06-08,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato Modificatorio/Orden de CambioContrato Modificatorio/Orden de Cambio,FORM 400FORM 250FORM 250,Ver Ficha,Carla Wendy Suarez Espinoza (Telf: 2149951), ,,   - , ,2020-03-04,La Paz,NB-SABS (D.S.0181)
20-0086-11-1044314-0-E,Unidad Coordinadora Y Ejecutora De Programas Y Proyectos Del Ministerio De Medio Ambiente Y Agua  Ucep-Mmaya,Consultoria,CM,Profesional Iv Especialista En Contabilidad Ucep-Mmaya,Contratado,,2020-06-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Carla Wendy Suarez Espinoza (Telf: 2149951), ,,   - , ,2020-03-16,La Paz,NB-SABS (D.S.0181)
20-0086-11-1044331-0-E,Unidad Coordinadora Y Ejecutora De Programas Y Proyectos Del Ministerio De Medio Ambiente Y Agua  Ucep-Mmaya,Consultoria,CM,Profesional Ii Responsable Tã?Cnico Proar Ucep - Mmaya,Contratado,,2020-06-12,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Carla Wendy Suarez Espinoza (Telf: 2149951), ,,   - , ,2020-03-31,La Paz,NB-SABS (D.S.0181)
