cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-2334-00-1032030-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Servicios Generales,CM,Reconstruccion De Tesador De Cadena De La Topadora Td6-01 De La Edmme 2020,Contratado,,2020-03-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2020-02-11,La Paz,NB-SABS (D.S.0181)
20-2334-00-1034698-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Servicios Generales,EM,Alquiler De Excavadora Por Emergencia En Puente Broncini Zongo - 2020,Contratado,,2020-03-10,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2019-12-23,La Paz,NB-SABS (D.S.0181)
20-2334-00-1034689-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Servicios Generales,EM,Alquiler De Topadora D6 Por Emergencia De La Subalcaldia Zongo - 2020,Contratado,,2020-03-10,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2019-12-23,La Paz,NB-SABS (D.S.0181)
20-2334-00-1035530-1-1,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Bienes,ANPP,"Adquisicion De Aceites, Grasa, Liquido De Freno Y Anticongelante Para El Mantenimiento Preventivo De La Maquinaria Y Equipo De La Edmme",Anulado desde la convocatoria,2020-03-25,2020-03-13,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Juan Fernando Rodriguez Quiroga (Telf: 2900046), ,,   - , ,,La Paz,NB-SABS (D.S.0181)
20-2334-00-1037353-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Bienes,CM,Adquisicion De Casco Y Guantes Para Los Trabajadores De La Edmme 2020,Contratado,,2020-03-23,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2020-02-27,La Paz,NB-SABS (D.S.0181)
20-2334-00-1037350-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Bienes,CM,Adquisicion De Equipo De Proteccion Personal Edmme 2020,Contratado,,2020-03-23,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2020-02-27,La Paz,NB-SABS (D.S.0181)
20-2334-00-1037387-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Bienes,EM,Adquisicion Por Emergencia De Un Gato De Tesado Y Bomba De Tesado Para La Edmme 2020,Contratado,,2020-03-23,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2020-03-10,La Paz,NB-SABS (D.S.0181)
20-2334-00-1035530-1-2,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Bienes,ANPP,"Adquisicion De Aceites, Grasa, Liquido De Freno Y Anticongelante Para El Mantenimiento Preventivo De La Maquinaria Y Equipo De La Edmme",Contratado,2020-05-18,2020-05-06,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de Servicio,FORM 100FORM 170FORM 200,Ver Ficha,Juan Fernando Rodriguez Quiroga (Telf: 2900046), ,,   - , ,2020-05-19,La Paz,NB-SABS (D.S.0181)
20-2334-00-1042516-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Servicios Generales,EM,Alquiler De Retroexcavadora Por Emergencia De La Subalcaldia Zongo - 2020,Contratado,,2020-06-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2019-12-23,La Paz,NB-SABS (D.S.0181)
20-2334-00-1042531-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Servicios Generales,EM,Alquiler De Camiones Estaca Por Emergencia Smgir - 2020,Contratado,,2020-06-01,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2019-10-11,La Paz,NB-SABS (D.S.0181)
20-2334-00-1042737-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Servicios Generales,EM,Alquiler De Maquinaria Por Emergencia Para La Continuidad De Actividades - Smga 2020,Contratado,,2020-06-04,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioVer mas...,FORM 400FORM 500,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2019-10-11,La Paz,NB-SABS (D.S.0181)
20-2334-00-1037401-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Servicios Generales,EM,Alquiler De Maquinaria Por Emergencia Suscitada En Periodo De Lluvias -  Gestion 2020,Contratado,,2020-06-09,Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioVer mas...,FORM 400FORM 500,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2019-10-11,La Paz,NB-SABS (D.S.0181)
20-2334-00-1042900-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Servicios Generales,EM,Alquiler De Maquinaria Por Emergencia Para El Relleno Sanitario - Smga 2020,Contratado,,2020-06-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Res. de Adjudicacion (nota)Ver mas...,FORM 400,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2019-10-11,La Paz,NB-SABS (D.S.0181)
20-2334-00-1044268-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Bienes,CM,Adquisicion De Botas Para Agua Para Los Trabajadores De La Edmme 2020,Contratado,,2020-06-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2020-03-17,La Paz,NB-SABS (D.S.0181)
20-2334-00-1044280-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Bienes,CM,Adquisicion De Botines De Seguridad Para Los Trabajadores De La Edmme 2020,Contratado,,2020-06-12,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2020-03-17,La Paz,NB-SABS (D.S.0181)
20-2334-00-1045787-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Servicios Generales,EM,Alquiler De Camiones Estaca Y Volquetas Por Emergencia Sanitaria Covid-19,Contratado,,2020-06-23,Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Res. de Adjudicacion (nota)Res. de Adjudicacion (nota),FORM 400,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2020-04-01,La Paz,NB-SABS (D.S.0181)
20-2334-00-1044315-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Bienes,CM,Adquisicion De Ropa De Trabajo  Primera Dotacion Edmme 2020,Contratado,,2020-06-24,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Diego Jimenez Saire (Telf: 2900046), ,,   - , ,2020-06-02,La Paz,NB-SABS (D.S.0181)
20-2334-00-1052085-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Bienes,CM,Adquisición De Repuestos  Para La Retroexcavadora Rf 10,Contratado,,2020-07-29,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Juan Fernando Rodriguez Quiroga (Telf: 2900046), ,,   - , ,2020-07-06,La Paz,NB-SABS (D.S.0181)
20-2334-00-1051538-0-E,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Bienes,CM,Adquisicion De Repuestos Para La Retroexcavadora Con Codigo Rf 08,Contratado,,2020-07-29,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Juan Fernando Rodriguez Quiroga (Telf: 2900046), ,,   - , ,2020-07-06,La Paz,NB-SABS (D.S.0181)
