cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1901-00-1032509-1-1,Gobierno Autonomo Municipal De Cobija,Consultoria,OF,"Auditoria Externa Operativa De Los Recursos Del Impuesto Directo A Los Hidrocarburos - Idh De La Gestion: 2019, Del Gobierno Autónomo Municipal De Cobija",No Informado,2020-03-16,2020-03-03,ConvocatoriaDocumento Base de ContratacionResolucion de aprobacion del DBC,FORM 100FORM 120,Ver Ficha,Julio Cruz Cruz Espinoza (Telf: 8422223), ,,   - ,10/03/2020 10:00,,Pando,Otra Normativa especifica
20-1901-00-1037158-1-1,Gobierno Autonomo Municipal De Cobija,Consultoria,ANPP,Servicio Supervisión De Obras Para El Proyecto Construcción Unidad Educativa Villa Cruz - Cobija,No Informado,2020-04-01,2020-03-20,ConvocatoriaDocumento Base de Contratacion,FORM 100,Ver Ficha,Julio Cruz Cruz Espinoza (Telf: 8422223), ,,   - , ,,Pando,NB-SABS (D.S.0181)
20-1901-00-1037176-1-1,Gobierno Autonomo Municipal De Cobija,Consultoria,ANPP,Servicio Supervisión De Obras Para El Proyecto Construcción Mercado Multisectorial Evo ? Mun. Cobija,No Informado,2020-04-01,2020-03-20,ConvocatoriaDocumento Base de Contratacion,FORM 100,Ver Ficha,Julio Cruz Cruz Espinoza (Telf: 8422223), ,,   - , ,,Pando,NB-SABS (D.S.0181)
20-1901-00-1037125-1-1,Gobierno Autonomo Municipal De Cobija,Consultoria,ANPP,Servicio Supervisión De Obras Para El Proyecto Construcción Unidad Educativa Rogelia Menacho De Balcázar - Cobija,No Informado,2020-04-01,2020-03-20,ConvocatoriaDocumento Base de Contratacion,FORM 100,Ver Ficha,Julio Cruz Cruz Espinoza (Telf: 8422223), ,,   - , ,,Pando,NB-SABS (D.S.0181)
20-1901-00-1038384-1-1,Gobierno Autonomo Municipal De Cobija,Bienes,ANPE,Adquisición De Químicos (Sulfato De Aluminio 22.000 Kg Y Gas Cloro 907 Kg) Para La Epsa Del Gobierno Autónomo Municipal De Cobija,Anulado desde la convocatoria,2020-04-22,2020-04-16,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Julio Cruz Cruz Espinoza (Telf: 8422223), ,,   - , ,,Pando,NB-SABS (D.S.0181)
20-1901-00-1038384-1-2,Gobierno Autonomo Municipal De Cobija,Bienes,ANPE,Adquisición De Químicos (Sulfato De Aluminio 22.000 Kg Y Gas Cloro 907 Kg) Para La Epsa Del Gobierno Autónomo Municipal De Cobija,No Informado,2020-04-29,2020-04-23,Documento Base de ContratacionConvocatoria,FORM 100,Ver Ficha,Julio Cruz Cruz Espinoza (Telf: 8422223), ,,   - , ,,Pando,NB-SABS (D.S.0181)
20-1901-00-1039549-1-1,Gobierno Autonomo Municipal De Cobija,Bienes,ANPE,Adquisición De Químicos (Sulfato De Aluminio 20.000 Kg Y Gas Cloro 1.179 Kg) Para La Epsa Del Gobierno Autónomo Municipal De Cobija?.,Anulado desde la convocatoria,2020-05-08,2020-05-04,Documento Base de ContratacionConvocatoriaResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Julio Cruz Cruz Espinoza (Telf: 8422223), ,,   - , ,,Pando,NB-SABS (D.S.0181)
20-1901-00-1039549-1-2,Gobierno Autonomo Municipal De Cobija,Bienes,ANPE,Segund Convocatoria Adquisición De Químicos (Sulfato De Aluminio 20.000 Kg Y Gas Cloro 1.179 Kg) Para La Epsa Del Gobierno Autónomo Municipal De Cobija?.,No Informado,2020-05-15,2020-05-11,Documento Base de ContratacionConvocatoria,FORM 100,Ver Ficha,Julio Cruz Cruz Espinoza (Telf: 8422223), ,,   - , ,,Pando,NB-SABS (D.S.0181)
20-1901-00-1048173-1-1,Gobierno Autonomo Municipal De Cobija,Bienes,ANPE,Adquisición De Químicos (Sulfato De Aluminio 26.000 Kg Y Gas Cloro 272 Kg) Para La Epsa Del Gobierno Autónomo Municipal De Cobija?.,Anulado desde la convocatoria,2020-07-10,2020-07-06,Documento Base de ContratacionConvocatoriaResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Julio Cruz Cruz Espinoza (Telf: 8422223), ,,   - , ,,Pando,NB-SABS (D.S.0181)
20-1901-00-1048173-1-2,Gobierno Autonomo Municipal De Cobija,Bienes,ANPE,Segunda Convocatoria Adquisición De Químicos (Sulfato De Aluminio 26.000 Kg Y Gas Cloro 272 Kg) Para La Epsa Del Gobierno Autónomo Municipal De Cobija?.,En curso,2020-07-16,2020-07-10,ConvocatoriaDocumento Base de Contratacion,FORM 100,Ver Ficha,Julio Cruz Cruz Espinoza (Telf: 8422223), ,,   - , ,,Pando,NB-SABS (D.S.0181)
