cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0525-00-1032141-0-E,Transportes Aereos Bolivianos  - Tab,Bienes,OF,Adquisicion De Amplifier Power Supply Para La Aeronave Hercules C-130h Matricula Fab-81,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Victor Armando Romero Collao (Telf: 2792373), ,,   - , ,2020-02-28,La Paz,D.S. 26688
20-0525-00-1032858-0-E,Transportes Aereos Bolivianos  - Tab,Servicios Generales,CD,Servicio En El Exterior De Alquiler De Aeronave Para Transportes De  Carga Aérea Internacional Aeros Bolivianos,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ambar Rocio Campos Rodriguez (Telf: 2792373), ,,   - , ,2020-02-06,La Paz,NB-SABS (D.S.0181)
20-0525-00-1033486-0-E,Transportes Aereos Bolivianos  - Tab,Servicios Generales,CD,Servicio De Asesoria En Control De Calidad Y Mantenimiento De Aeronave Hercules C-130 Fab-81 (Feb-Abr),Contratado,,2020-03-05,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Aguilar Ivan Marcelo Apaza (Telf: 2792373), ,,   - , ,2020-02-05,La Paz,NB-SABS (D.S.0181)
20-0525-00-1034217-0-E,Transportes Aereos Bolivianos  - Tab,Servicios Generales,OF,Servicio Curso Simulador De Vuelo Recurrente Para Tripulantes De La Aeronave Md10-30f,Contratado,,2020-03-09,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Ambar Rocio Campos Rodriguez (Telf: 2792373), ,,   - , ,2020-03-09,La Paz,D.S. 26688
20-0525-00-1034077-0-E,Transportes Aereos Bolivianos  - Tab,Servicios Generales,OF,Servicio De Lectura De Parametros Vibration Survey Motores 1 Y 2 Para La Aeronave Md10-Cp-2791,Contratado,,2020-03-09,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Raquel Angles Laura (Telf: 2792373), ,,   - , ,2020-03-06,La Paz,Otra Normativa especifica
20-0525-00-1035728-0-E,Transportes Aereos Bolivianos  - Tab,Servicios Generales,CD,Servicio Especializado En El Extranjero Asesoría Legal Lima -Peru,Contratado,,2020-03-13,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ambar Rocio Campos Rodriguez (Telf: 2792373), ,,   - , ,2020-02-03,La Paz,NB-SABS (D.S.0181)
20-0525-00-1036201-0-E,Transportes Aereos Bolivianos  - Tab,Bienes,OF,"Adquisicion De Actuador, Apu Inlet Door Para La Aeronave Hercules C-130h Matricula Fab-81",Contratado,,2020-03-17,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Victor Armando Romero Collao (Telf: 2792373), ,,   - , ,2020-03-03,La Paz,D.S. 26688
20-0525-00-1036549-0-E,Transportes Aereos Bolivianos  - Tab,Bienes,CD,Compra De Material De Escritorio Para La Oficina Central De Tab Gestion 2020,Contratado,,2020-03-18,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Aguilar Ivan Marcelo Apaza (Telf: 2792373), ,,   - , ,2020-03-17,La Paz,NB-SABS (D.S.0181)
20-0525-00-1036585-0-E,Transportes Aereos Bolivianos  - Tab,Servicios Generales,CD,Servicio De Empastado Para La Seccion De Contabilidad De Tab,Contratado,,2020-03-18,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Aguilar Ivan Marcelo Apaza (Telf: 2792373), ,,   - , ,2020-03-11,La Paz,NB-SABS (D.S.0181)
20-0525-00-1037569-0-E,Transportes Aereos Bolivianos  - Tab,Bienes,OF,Adquisicion De Ruedas Principales Y De Nariz Aeronave Md10 Matricula Cp-2791,Contratado,,2020-03-26,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Victor Armando Romero Collao (Telf: 2792373), ,,   - , ,2020-03-19,La Paz,D.S. 26688
