cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0147-00-1038080-0-E,Universidad Autonoma Del Beni Jose Ballivian,Bienes,CM,Adquisicion De Equipos Y Material De Escritorio Para El Departamento De Mantenimiento Y Soporte Tecnico Informatico De La Uab. Jb.,Contratado,,2020-04-09,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioInformeActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hugo Ivan  Soruco Arakaki (Telf: 4627139), ,,   - , ,2020-03-16,Beni,NB-SABS (D.S.0181)
20-0147-00-1038074-0-E,Universidad Autonoma Del Beni Jose Ballivian,Bienes,CM,Adquisicion Material De Limpieza Para La Direccion De Servicios Generales,Contratado,,2020-04-09,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)InformeActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hugo Ivan  Soruco Arakaki (Telf: 4627139), ,,   - , ,2020-03-16,Beni,NB-SABS (D.S.0181)
20-0147-00-1040770-1-1,Universidad Autonoma Del Beni Jose Ballivian,Obras,ANPE,Remodelacion De Pabellon Como Centro Aislamiento Para Sospechosos Covid-19 En Campo Ferial Universidad Autónoma Del Beni José Ballivian En Trinidad,Contratado,2020-05-26,2020-05-19,PlanosDocumento Base de ContratacionConvocatoriaPlanosInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato Modificatorio/Orden de CambioVer mas...,FORM 100FORM 170FORM 200FORM 250FORM 500,Ver Ficha,Hugo Ivan  Soruco Arakaki (Telf: 4627139), ,,   - , ,2020-05-28,Beni,NB-SABS (D.S.0181)
20-0147-00-1040774-1-1,Universidad Autonoma Del Beni Jose Ballivian,Bienes,ANPP,Equipamiento Centro De Aislamiento De La Universidad Autonoma Del Beni Jose Ballivian En Trinidad,Contratado,2020-05-29,2020-05-19,ConvocatoriaDocumento Base de ContratacionInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Carta de desistimiento/Carta notariadaInforme de la Comision/Responsable de EvaluacionRes. de Desierta (nota)Contrato/Orden de Compra/Orden de ServicioVer mas...,FORM 100FORM 170FORM 180FORM 170FORM 200,Ver Ficha,Hugo Ivan  Soruco Arakaki (Telf: 4627139), ,,   - , ,2020-07-02,Beni,NB-SABS (D.S.0181)
20-0147-00-1048362-0-E,Universidad Autonoma Del Beni Jose Ballivian,Bienes,CM,Adquisicion De Computadoras Y Accesorios Para El Vicerrectorado De Pregrado,Contratado,,2020-07-07,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Teresa Virginia Morales Menacho (Telf: 4627139), ,,   - , ,2020-07-06,Beni,NB-SABS (D.S.0181)
20-0147-00-1048943-0-E,Universidad Autonoma Del Beni Jose Ballivian,Consultoria,CM,Elaboracion De Protocolo Para La Universidad Autonoma Del Beni Jose Ballivian Trinidad,Contratado,,2020-07-13,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Teresa Virginia Morales Menacho (Telf: 4627139), ,,   - , ,2020-07-03,Beni,NB-SABS (D.S.0181)
20-0147-00-1049183-0-E,Universidad Autonoma Del Beni Jose Ballivian,Bienes,CM,Adquisicion De Material Y Escritorio Para El Vicerrectorado De Pregrado,Contratado,,2020-07-13,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Teresa Virginia Morales Menacho (Telf: 4627139), ,,   - , ,2020-07-08,Beni,NB-SABS (D.S.0181)
20-0147-00-1049807-1-1,Universidad Autonoma Del Beni Jose Ballivian,Obras,ANPP,"Construccion De Plataforma Para La Residencia  De La Universidad Autonoma Del Beni  ""Jose Ballivian"" En Trinidad",Adjudicado,2020-07-28,2020-07-16,ConvocatoriaDocumento Base de ContratacionPlanosRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Monica Vargas Suarez (Telf: 4627139), ,,   - , ,2020-08-05,Beni,NB-SABS (D.S.0181)
20-0147-00-1051551-0-E,Universidad Autonoma Del Beni Jose Ballivian,Obras,CM,Construccion Plataforma Comedor De La Universidad Autonoma Del Beni  Jose Ballivian,Contratado,,2020-07-27,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Teresa Virginia Morales Menacho (Telf: 4627139), ,,   - , ,2020-07-21,Beni,NB-SABS (D.S.0181)
20-0147-00-1050957-1-1,Universidad Autonoma Del Beni Jose Ballivian,Obras,ANPP,"Construccion De Aulas, Baterias De Baños Carrera De Medicina De La Uabjb En Guayaramerin",En curso,2020-08-10,2020-07-27,PlanosPlanosPlanosPlanosPlanosConvocatoriaDocumento Base de ContratacionPlanos,FORM 100,Ver Ficha,Monica Vargas Suarez (Telf: 4627139), ,,   - , ,,Beni,NB-SABS (D.S.0181)
