cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0385-00-1032149-0-E,Autoridad De Supervision De La Seguridad Social De Corto Plazo,Bienes,CM,Adquisicion De Muebles Para La Asuss Por Renovacion - 1,Contratado,,2020-03-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Silvia Eugenia Aguilar Ingali (Telf: 2430040), ,,   - , ,2020-02-21,La Paz,NB-SABS (D.S.0181)
20-0385-00-1034661-1-1,Autoridad De Supervision De La Seguridad Social De Corto Plazo,Servicios Generales,ANPE,"Contratacion De Servicios De Seguro Multiriesgo, Automotores, Responsabilidad Civil, Comprensiva 3-D Para La Asuss",No Informado,2020-03-24,2020-03-12,ConvocatoriaDocumento Base de Contratacion,FORM 100,Ver Ficha,Roger Williams Contreras Mamani (Telf: 2430040), ,,   - ,18/03/2020 10:00,,La Paz,NB-SABS (D.S.0181)
20-0385-00-1035876-1-1,Autoridad De Supervision De La Seguridad Social De Corto Plazo,Bienes,ANPE,Adquisición De Material De Escritorio Para La Autoridad De Supervisión De La Seguridad Social De Corto Plazo - Asuss,Anulado desde la convocatoria,2020-03-20,2020-03-16,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Roger Williams Contreras Mamani (Telf: 2430040), ,,   - , ,2020-07-13,La Paz,NB-SABS (D.S.0181)
20-0385-00-1041896-1-1,Autoridad De Supervision De La Seguridad Social De Corto Plazo,Servicios Generales,ANPE,Servicio De Transporte Para El Personal De La Asuss,Anulado desde la convocatoria,2020-06-02,2020-05-27,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Roger Williams Contreras Mamani (Telf: 2430040), ,,   - , ,,La Paz,NB-SABS (D.S.0181)
20-0385-00-1043551-1-1,Autoridad De Supervision De La Seguridad Social De Corto Plazo,Bienes,ANPE,Adquisicion De Toner Para La Autoridad De Supervision De La Seguridad Social De Corto Plazo - Asuss,Anulado desde la convocatoria,2020-06-12,2020-06-08,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Roger Williams Contreras Mamani (Telf: 2430040), ,,   - , ,,La Paz,NB-SABS (D.S.0181)
20-0385-00-1044253-0-E,Autoridad De Supervision De La Seguridad Social De Corto Plazo,Servicios Generales,CM,Servicio De Elaboracion De Bolsas Institucionales,Contratado,,2020-06-11,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roger Williams Contreras Mamani (Telf: 2430040), ,,   - , ,2020-01-23,La Paz,NB-SABS (D.S.0181)
20-0385-00-1044251-0-E,Autoridad De Supervision De La Seguridad Social De Corto Plazo,Servicios Generales,CM,Servicio De Elaboracion De Llaveros Institucionales 2020,Contratado,,2020-06-11,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roger Williams Contreras Mamani (Telf: 2430040), ,,   - , ,2020-02-13,La Paz,NB-SABS (D.S.0181)
20-0385-00-1042471-1-1,Autoridad De Supervision De La Seguridad Social De Corto Plazo,Bienes,ANPE,Adquisicion De Insumos De Bioseguridad Para La Asuss,Contratado,2020-06-18,2020-06-12,ConvocatoriaDocumento Base de ContratacionInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 100FORM 170FORM 200,Ver Ficha,Roger Williams Contreras Mamani (Telf: 2430040), ,,   - , ,2020-06-19,La Paz,NB-SABS (D.S.0181)
20-0385-00-1044376-0-E,Autoridad De Supervision De La Seguridad Social De Corto Plazo,Servicios Generales,CM,Servicio De Elaboracion De Forlders Institucionales 2020,Contratado,,2020-06-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roger Williams Contreras Mamani (Telf: 2430040), ,,   - , ,2020-02-13,La Paz,NB-SABS (D.S.0181)
20-0385-00-1044490-0-E,Autoridad De Supervision De La Seguridad Social De Corto Plazo,Servicios Generales,CM,Servicio De Elaboracion De Boligrafos Institucionales,Contratado,,2020-06-13,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roger Williams Contreras Mamani (Telf: 2430040), ,,   - , ,2020-01-23,La Paz,NB-SABS (D.S.0181)
