cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0287-04-1033041-1-1,Fondo Nacional De Inversion Productiva Y Social - Chuquisaca,Consultoria,OF,Sup. Tecnica Y Ambiental Const. Puente Vehicular Ingavi (Monteagudo),Contratado,2020-03-18,2020-03-04,Documento Base de ContratacionConvocatoriaFormularios de presentacionFormularios de presentacionEnmiendasResolucion/Documento de SuspensionResolucion/Documento de ReanudacionRes. de Adjudicacion (nota)Ver mas...,FORM 100FORM 100-EFORM RPSFORM 170FORM 200,Ver Ficha,Elsa Susana Aramayo Quiroga (Telf: 46451056), ,,   - , ,2020-05-14,Chuquisaca,Otra Normativa especifica
20-0287-04-1033033-1-1,Fondo Nacional De Inversion Productiva Y Social - Chuquisaca,Obras,OF,Const. Puente Vehicular Ingavi (Monteagudo),Contratado,2020-06-15,2020-03-04,Documento Base de ContratacionFormularios de presentacionEspecificaciones TecnicasConvocatoriaEspecificaciones TecnicasPlanosResolucion/Documento de SuspensionResolucion/Documento de ReanudacionVer mas...,FORM 100FORM 100-EFORM RPSFORM 170FORM 200,Ver Ficha,Elsa Susana Aramayo Quiroga (Telf: 46451056), ,,   - ,25/03/2020 11:00,2020-07-01,Chuquisaca,Otra Normativa especifica
20-0287-04-1033025-1-1,Fondo Nacional De Inversion Productiva Y Social - Chuquisaca,Consultoria,OF,Sup. Tecnica Y Ambiental Const. Puente Vehicular Yaconal (Monteagudo),Contratado,2020-03-17,2020-03-04,Formularios de presentacionDocumento Base de ContratacionFormularios de presentacionConvocatoriaEnmiendasInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Resolucion/Documento de SuspensionVer mas...,FORM 100FORM 170FORM 100-EFORM RPSFORM 180FORM 170FORM 200,Ver Ficha,Elsa Susana Aramayo Quiroga (Telf: 46451056), ,,   - , ,2020-07-10,Chuquisaca,Otra Normativa especifica
20-0287-04-1032720-1-1,Fondo Nacional De Inversion Productiva Y Social - Chuquisaca,Obras,OF,Const. Puente Vehicular Yaconal (Monteagudo),Contratado,2020-06-17,2020-03-04,Documento Base de ContratacionEspecificaciones TecnicasEspecificaciones TecnicasFormularios de presentacionPlanosConvocatoriaResolucion/Documento de SuspensionResolucion/Documento de ReanudacionVer mas...,FORM 100FORM 100-EFORM RPSFORM 100-EFORM 170FORM 200,Ver Ficha,Elsa Susana Aramayo Quiroga (Telf: 46451056), ,,   - ,19/03/2020 11:00,2020-06-23,Chuquisaca,Otra Normativa especifica
20-0287-04-1034042-0-E,Fondo Nacional De Inversion Productiva Y Social - Chuquisaca,Consultoria,CD,Supervision Tecnica Y Ambienta Const. Presa Y Sistema De Riego Caã?Ahuayco (El Villar),Contratado,,2020-03-09,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Elsa Susana Aramayo Quiroga (Telf: 46451056), ,,   - , ,2019-11-20,Chuquisaca,BID
20-0287-04-1034667-1-1,Fondo Nacional De Inversion Productiva Y Social - Chuquisaca,Consultoria,OF,Supervision Tecnica Y Ambiental Amp. Sist. Riego Ura San Juan (Yamparaez),Contratado,2020-03-20,2020-03-10,Documento Base de ContratacionFormularios de presentacionConvocatoriaResolucion/Documento de SuspensionResolucion/Documento de ReanudacionInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 100FORM 100-EFORM RPSFORM 170FORM 200,Ver Ficha,Elsa Susana Aramayo Quiroga (Telf: 46451056), ,,   - , ,2020-05-14,Chuquisaca,BID
20-0287-04-1034643-1-1,Fondo Nacional De Inversion Productiva Y Social - Chuquisaca,Obras,OF,Ampl. Sistema Riego Ura San Juan (Yamparaez),Contratado,2020-06-16,2020-03-10,Documento Base de ContratacionFormularios de presentacionPlanosConvocatoriaEspecificaciones TecnicasEnmiendasResolucion/Documento de SuspensionResolucion/Documento de ReanudacionVer mas...,FORM 100FORM 100-EFORM RPSFORM 100-EFORM 120FORM 170FORM 200,Ver Ficha,Elsa Susana Aramayo Quiroga (Telf: 46451056), ,,   - ,24/03/2020 15:00,2020-07-07,Chuquisaca,BID
20-0287-04-992476-2-3,Fondo Nacional De Inversion Productiva Y Social - Chuquisaca,Obras,LP,Prog De Infraestruct Urb Para La Generacion De Empleo - (Chq-Suc) - Lote 5,Contratado,2020-06-25,2020-06-05,PlanosConvocatoriaEspecificaciones TecnicasFormularios de presentacionDocumento Base de ContratacionResolucion de aprobacion del DBCInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Ver mas...,FORM 100FORM 120FORM 170FORM 200,Ver Ficha,Elsa Susana Aramayo Quiroga (Telf: 46451056), ,,   - ,17/06/2020 11:00,2020-07-07,Chuquisaca,Otra Normativa especifica
20-0287-04-1051644-1-1,Fondo Nacional De Inversion Productiva Y Social - Chuquisaca,Obras,LP,Programa Intensivo De Empleo (Sucre): Paquete 1: Construccion Enlosetado Cc/D J.V. Jarka Pata D-4 ? Paquete 2: Construccion Enlosetado Barrio Honduras ? Morro Magisterio ? Paquete 3: Construccion Pavimento Articulado Santa Maria Micaela ? Alto España (Sucre),Vigente,2020-08-24,2020-07-27,PlanosPlanosPlanosEspecificaciones TecnicasEspecificaciones TecnicasEspecificaciones TecnicasConvocatoriaDocumento Base de ContratacionVer mas...,FORM 100FORM 120,Ver Ficha,Elsa Susana Aramayo Quiroga (Telf: 46451056), ,,   - ,12/08/2020 10:00,,Chuquisaca,NB-SABS (D.S.0181)
20-0287-04-1051607-1-1,Fondo Nacional De Inversion Productiva Y Social - Chuquisaca,Consultoria,ANPP,Supervisión Tècnica Y Ambiental: Paquete 1: Sup. Tec. Y Amb. Cons. Enlosetado J.J. La Brisa D-4 Y Const. Enlosetado C/D J.V. Lomas De Aranjuez D-4 ? Paquete 2: Sup. Tec. Y Amb. Const. Enlosetado Barrio Av. Victorino Vega ? Paquete 3: Sup. Tec. Y Amb. Const. Enlosetado C/D J.V. Jarka Pata D-4 - Paquete 4: Sup. Tec. Y Amb. Cons. Enlosetado Barrio Honduras -. Morro Magisterio ? Paquete 5: Sup. Tec. Y Amb. Const Pavimento Articulado Santa Maria Micaela - Alto España (Sucre),En curso,2020-08-12,2020-07-27,ConvocatoriaDocumento Base de ContratacionFormularios de presentacionEnmiendas,FORM 100,Ver Ficha,Elsa Susana Aramayo Quiroga (Telf: 46451056), ,,   - , ,,Chuquisaca,NB-SABS (D.S.0181)
