cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0139-00-1032119-0-E,Universidad Mayor De San Andres - Umsa,Bienes,CM,Compra De Estantes Moviles,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Tambo Mamani (Telf: 2441994), ,,   - , ,2020-02-07,La Paz,NB-SABS (D.S.0181)
20-0139-00-1030907-0-E,Universidad Mayor De San Andres - Umsa,Servicios Generales,CM,Servicio De Apoyo Administrativo En Porteria Y Mensajeria,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Tambo Mamani (Telf: 2441994), ,,   - , ,2020-02-11,La Paz,NB-SABS (D.S.0181)
20-0139-00-1032051-0-E,Universidad Mayor De San Andres - Umsa,Servicios Generales,CM,"Contrato Administrativo Para La Prestación Del Servicios De Un Encargado En Gestión De Programas Académicos Para El Instituto De Investigaciones De Ciencias Contables, Financieras Y Auditoria ? Iiccfa Y La Unidad De Postgrado De La Carrera Contaduría Pública De La Facultad De Ciencias Económicas Y Financieras",Contratado,,2020-03-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Jamila Milenka Rada Torrico (Telf: 2441994), ,,   - , ,2020-02-12,La Paz,NB-SABS (D.S.0181)
20-0139-00-1030876-0-E,Universidad Mayor De San Andres - Umsa,Servicios Generales,CM,Contratacion De Coordinadora Para El Centro Infantil Universitario Isidorito - Secretaria General Umsa,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Tambo Mamani (Telf: 2441994), ,,   - , ,2020-02-10,La Paz,NB-SABS (D.S.0181)
20-0139-00-1032159-0-E,Universidad Mayor De San Andres - Umsa,Servicios Generales,CM,Servicio De Apoyo Administrativo Asistente De Secretaria Para La Carrera De Linguisitica E Idiomas,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Gustavo Adolfo Paucara Morales (Telf: 2441994), ,,   - , ,2020-02-04,La Paz,NB-SABS (D.S.0181)
20-0139-00-1032179-0-E,Universidad Mayor De San Andres - Umsa,Consultoria,CM,Responsable De Biblioteca,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Fany Angela Pena Fernandez (Telf: 2441994), ,,   - , ,2020-02-10,La Paz,NB-SABS (D.S.0181)
20-0139-00-1031942-0-E,Universidad Mayor De San Andres - Umsa,Servicios Generales,CM,"Contrato Administrativo Para La Prestación Del Servicio, De Un Responsable Administrativo Para El Plan Excepcional De Titulación Para Antiguos Estudiantes No Graduados (P.E.T.A.E.N.G.) De La Carrera De Contaduría Pública De La Facultad De Ciencias Económicas Y Financieras",Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jamila Milenka Rada Torrico (Telf: 2441994), ,,   - , ,2020-02-03,La Paz,NB-SABS (D.S.0181)
20-0139-00-1030774-0-E,Universidad Mayor De San Andres - Umsa,Servicios Generales,CM,Asistente De Oficina Radio Umsa San Buenaventura Fm 99.1 Dina/Pibt-Jb,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Tambo Mamani (Telf: 2441994), ,,   - , ,2020-02-05,La Paz,NB-SABS (D.S.0181)
20-0139-00-1030758-0-E,Universidad Mayor De San Andres - Umsa,Servicios Generales,CM,Prestacion De Servicio En El Area Psicologica Del Centro De Ayuda Integral A La Comunidad Universitaria En Situacion De Violencia Dependiente Del Departamento De Bienestar Social 001,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Tambo Mamani (Telf: 2441994), ,,   - , ,2020-02-06,La Paz,NB-SABS (D.S.0181)
20-0139-00-1032027-0-E,Universidad Mayor De San Andres - Umsa,Servicios Generales,CM,"Contrato De Un Auxiliar En Gestion Adminstrativa Para, Para El Instituto De Investigaciones De Ciencias Contables, Financieras Y Auditoria-Iiccfa Y La Unidad De Postgrado De La Carrera De Contaduría Pública De La Faculta De Ciencias Económicas Y Financieras",Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jamila Milenka Rada Torrico (Telf: 2441994), ,,   - , ,2020-02-05,La Paz,NB-SABS (D.S.0181)
20-0139-00-1031960-0-E,Universidad Mayor De San Andres - Umsa,Servicios Generales,CM,Contrato Administrativo Para La Prestaciã?N De Servicio De Asistente Administrativo Para El Edificio Eduardo Nava Morales De La Carrera De Administraciã?N De Empresas,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jamila Milenka Rada Torrico (Telf: 2441994), ,,   - , ,2020-02-11,La Paz,NB-SABS (D.S.0181)
