cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0591-00-1032498-0-E,"Empresa Estatal De Transporte Por Cable ""Mi Teleferico""",Servicios Generales,CD,Gom ? Contratacion De Servicio De Mantenimiento De Escaleras Electricas ? Linea Roja,Contratado,,2020-03-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Reynaldo Bertochi Martin (Telf: 2115886), ,,   - , ,2020-01-31,La Paz,NB-SABS (D.S.0181)
20-0591-00-1032982-0-E,"Empresa Estatal De Transporte Por Cable ""Mi Teleferico""",Servicios Generales,CD,Gom - Contratacion De Servicio De Acortamiento Y Renovacion De Empalme De Cable - Linea Celeste,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Reynaldo Bertochi Martin (Telf: 2115886), ,,   - , ,2020-02-07,La Paz,NB-SABS (D.S.0181)
20-0591-00-1033018-0-E,"Empresa Estatal De Transporte Por Cable ""Mi Teleferico""",Servicios Generales,CD,Gsuct- Contratación De Servicio De Refrigerio Para La Promoción De La Marca Y Activaciones Para La Festividad Del Mes De Febrero De La Eetc Mt Gestión 2020,Contratado,,2020-03-04,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Reynaldo Bertochi Martin (Telf: 2115886), ,,   - , ,2020-02-21,La Paz,NB-SABS (D.S.0181)
20-0591-00-1032979-1-1,"Empresa Estatal De Transporte Por Cable ""Mi Teleferico""",Consultoria,OF,"Gdp - Contración De Consultoria De Linea-Profesional De Planificación, Monitoreo Y Control (Pp)",Adjudicado,2020-03-11,2020-03-04,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota),FORM 100FORM 170,Ver Ficha,Jose Ivar Mollo Vino (Telf: 2115886), ,,   - , ,2020-07-08,La Paz,BID
20-0591-00-1033035-0-E,"Empresa Estatal De Transporte Por Cable ""Mi Teleferico""",Servicios Generales,CD,Gsuct- Contratación De Servicio De Alquiler De Equipos Para Activación Cultural Y Social,Contratado,,2020-03-04,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Reynaldo Bertochi Martin (Telf: 2115886), ,,   - , ,2020-02-21,La Paz,NB-SABS (D.S.0181)
20-0591-00-1035493-0-E,"Empresa Estatal De Transporte Por Cable ""Mi Teleferico""",Servicios Generales,CD,Gsuct - Contratación De Servicio De Producción De Campañas Promocionales Para Las Estrategias De Difusión Y Socialización De La Eetc Mt,Contratado,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Reynaldo Bertochi Martin (Telf: 2115886), ,,   - , ,2020-02-21,La Paz,NB-SABS (D.S.0181)
20-0591-00-1035246-0-E,"Empresa Estatal De Transporte Por Cable ""Mi Teleferico""",Consultoria,OF,Gaf- Contratacion De Una Empresa De Auditoria Para Realizar La Auditoria Externa A Los Eeff  Gestion 2019 Y Resultados Logrados De La Eetc - Mi Teleferico,Contratado,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Reynaldo Bertochi Martin (Telf: 2115886), ,,   - , ,2020-02-14,La Paz,Otra Normativa especifica
20-0591-00-1035501-0-E,"Empresa Estatal De Transporte Por Cable ""Mi Teleferico""",Servicios Generales,CD,Gaf -Contratación De Servicio De Fotocopias Y Anillados Para La Eetc-Mt I/2020,Contratado,,2020-03-13,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Reynaldo Bertochi Martin (Telf: 2115886), ,,   - , ,2020-02-05,La Paz,NB-SABS (D.S.0181)
20-0591-00-1035927-0-E,"Empresa Estatal De Transporte Por Cable ""Mi Teleferico""",Bienes,CD,Gom - Adquisicion De Repuestos Para Generadores Electricos Para Las Lineas De La Eetc Mt (1er Lote),Contratado,,2020-03-16,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Reynaldo Bertochi Martin (Telf: 2115886), ,,   - , ,2020-02-07,La Paz,NB-SABS (D.S.0181)
20-0591-00-1037146-0-E,"Empresa Estatal De Transporte Por Cable ""Mi Teleferico""",Consultoria,OF,Auditoria Externa De Los Estados Financieros De Propósito Especial Por El Periodo Comprendido Entre El 1 De Octubre De 2018 Y El 31 De Diciembre De 2019 Y Los Ejercicios Terminados Al 31 De Diciembre De 2020 Y 2021 - Programa De Gestión Turística Del Patrimonio Cultural (Préstamo 4643/Bl-Bo),Contratado,,2020-03-20,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Ivar Mollo Vino (Telf: 2115886), ,,   - , ,2020-02-28,La Paz,BID
