cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1706-00-1032259-1-1,Gobierno Autonomo Municipal De Warnes,Obras,ANPP,Refaccion De Unidades Educativas Distrito 02-Warnes,Adjudicado,2020-03-13,2020-03-03,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de SuspensionResolucion/Documento de ReanudacionResolucion/Documento de ReanudacionResolucion/Documento de ReanudacionResolucion/Documento de ReanudacionRes. de Adjudicacion (nota)Ver mas...,FORM 100FORM 100-EFORM RPSFORM 170,Ver Ficha,Jorge Manuel Vega Arteaga (Telf: 923-2055), ,,   - , ,2020-03-18,Santa Cruz,NB-SABS (D.S.0181)
20-1706-00-1032391-1-1,Gobierno Autonomo Municipal De Warnes,Obras,ANPP,Construccion De Tinglado Iluminado Cancha Deportiva Uv-10 Pentaguazu Warnes,Desierto,2020-03-13,2020-03-03,Documento Base de ContratacionConvocatoriaRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Jorge Manuel Vega Arteaga (Telf: 923-2055), ,,   - , ,2020-03-18,Santa Cruz,NB-SABS (D.S.0181)
20-1706-00-1032781-1-1,Gobierno Autonomo Municipal De Warnes,Obras,ANPP,Construccion De Tinglado Iluminado Cancha Deportiva Uv-13 Pentaguazu Warnes,Desierto,2020-03-16,2020-03-04,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Desierta (nota),FORM 100FORM 170,Ver Ficha,Jorge Manuel Vega Arteaga (Telf: 923-2055), ,,   - , ,2020-03-19,Santa Cruz,NB-SABS (D.S.0181)
20-1706-00-1033858-1-1,Gobierno Autonomo Municipal De Warnes,Obras,ANPP,Refaccion De Unidades Educativas Distrito 2 Norte - Warnes.,Adjudicado,2020-03-18,2020-03-06,ConvocatoriaDocumento Base de ContratacionRes. de Adjudicacion (nota)Res. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionResolucion/Documento de SuspensionResolucion/Documento de ReanudacionResolucion/Documento de ReanudacionVer mas...,FORM 100FORM 170FORM 100-EFORM RPS,Ver Ficha,Demecio Vedia Cruz (Telf: 923-2055), ,,   - , ,2020-03-23,Santa Cruz,NB-SABS (D.S.0181)
20-1706-00-1034759-1-1,Gobierno Autonomo Municipal De Warnes,Obras,ANPP,"Refacción Y Mantenimiento De Inmueble ""Patio Del Honorable Concejo Municipal De Warnes""",Desierto,2020-03-23,2020-03-11,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Demecio Vedia Cruz (Telf: 923-2055), ,,   - , ,2020-03-24,Santa Cruz,NB-SABS (D.S.0181)
20-1706-00-1035347-1-1,Gobierno Autonomo Municipal De Warnes,Bienes,LP,Compra De Mobiliario Escolar Para Las Unidades Educativas Del Area Urbana Y Rural Del Municipio De Warnes - Gestion 2020.,Suspendido,2020-04-02,2020-03-12,Documento Base de ContratacionConvocatoriaResolucion/Documento de Suspension,FORM 100FORM 100-E,Ver Ficha,Demecio Vedia Cruz (Telf: 923-2055), ,,   - ,20/03/2020 10:00,,Santa Cruz,NB-SABS (D.S.0181)
20-1706-00-1037248-1-1,Gobierno Autonomo Municipal De Warnes,Obras,ANPP,Construcción  De Tinglado Iluminado  Urbanización  Texas  Arizona.,Adjudicado,2020-04-01,2020-03-20,Documento Base de ContratacionConvocatoriaResolucion/Documento de SuspensionResolucion/Documento de ReanudacionResolucion/Documento de ReanudacionResolucion/Documento de ReanudacionResolucion/Documento de ReanudacionRes. de Adjudicacion (nota)Ver mas...,FORM 100FORM 100-EFORM RPSFORM 170,Ver Ficha,Demecio Vedia Cruz (Telf: 923-2055), ,,   - , ,2020-07-01,Santa Cruz,NB-SABS (D.S.0181)
20-1706-00-1037090-1-1,Gobierno Autonomo Municipal De Warnes,Obras,ANPP,Construcción  De Tinglado Iluminado  Ignacio  Warnes.,Adjudicado,2020-04-01,2020-03-20,Documento Base de ContratacionConvocatoriaResolucion/Documento de SuspensionResolucion/Documento de ReanudacionResolucion/Documento de ReanudacionResolucion/Documento de ReanudacionResolucion/Documento de ReanudacionInforme de la Comision/Responsable de EvaluacionVer mas...,FORM 100FORM 100-EFORM RPSFORM 170,Ver Ficha,Demecio Vedia Cruz (Telf: 923-2055), ,,   - , ,2020-07-02,Santa Cruz,NB-SABS (D.S.0181)
20-1706-00-1050411-1-1,Gobierno Autonomo Municipal De Warnes,Obras,ANPP,"Mejorar Las Condiciones De Los Ambientes Educativos Donde Se Imparte Enseñanzas Educativas Mediante La Refacción De La Infraestructura De Las Unidades Educativas, Con La Finalidad De Dotarles De Espacios Confortables Para Las Enseñanzas Educativas.",Anulado desde la convocatoria,2020-07-30,2020-07-20,Documento Base de ContratacionConvocatoriaResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Rony Coimbra Vaca (Telf: 923-2055), ,,   - , ,,Santa Cruz,NB-SABS (D.S.0181)
20-1706-00-1050897-1-1,Gobierno Autonomo Municipal De Warnes,Bienes,ANPE,"Compra De Transformador Trifasico De  250 Kva (Incluye Instalacion), Para El Hospital Municipal Nuestra Señora Del Rosario ? Municipio De Warnes.",Adjudicado,2020-07-28,2020-07-22,Documento Base de ContratacionConvocatoriaEspecificaciones TecnicasRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Rony Coimbra Vaca (Telf: 923-2055), ,,   - , ,2020-07-29,Santa Cruz,NB-SABS (D.S.0181)
