cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0015-00-1031905-0-E,Ministerio De Gobierno,Consultoria,CM,Consultoria Individual De Linea Secretaria En Apoyo De Tramites Administrativos - Vmsc,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jesus Reynaldo Maldonado Machaca (Telf: 2440466), ,,   - , ,2020-01-27,La Paz,NB-SABS (D.S.0181)
19-0015-00-1031993-0-E,Ministerio De Gobierno,Servicios Generales,CD,Arrendamiento De Inmueble Para La Dirección General De Planificacion Del Ministerio De Gobierno En La Ciudad De La Paz,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jesus Reynaldo Maldonado Machaca (Telf: 2440466), ,,   - , ,2019-11-22,La Paz,NB-SABS (D.S.0181)
20-0015-00-1032600-1-1,Ministerio De Gobierno,Bienes,ANPE,Compra De Purificador De Agua Para El Centro Penitenciario De Mocovi Varones Del Departamento De Beni,Desierto,2020-03-09,2020-03-03,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Desierta (nota),FORM 100FORM 170,Ver Ficha,Jesus Reynaldo Maldonado Machaca (Telf: 2440466), ,,   - , ,2020-03-11,La Paz,NB-SABS (D.S.0181)
20-0015-00-1023340-2-2,Ministerio De Gobierno,Consultoria,ANPE,Consultor Individual De Línea Fortalecimiento Del Servicio De Asistencia Psicológica En El Departamento De Santa Cruz - Centro De Rehabilitacion Palmasola P2 - Mujeres,Contratado,2020-03-09,2020-03-03,ConvocatoriaDocumento Base de ContratacionInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 100FORM 170FORM 200,Ver Ficha,Guido Soux Velasquez (Telf: 2440466), ,,   - , ,2020-03-11,La Paz,NB-SABS (D.S.0181)
20-0015-00-1025424-2-1,Ministerio De Gobierno,Consultoria,ANPE,Consultoria Individual De Linea-Profesional En Planificación De Corto Plazo,Anulado desde la convocatoria,2020-03-09,2020-03-03,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Desierta (nota)Resolucion/Documento de Anulacion,FORM 100FORM 170FORM 100-E,Ver Ficha,Ariel Silva Gutierrez (Telf: 2440466), ,,   - , ,2020-03-11,La Paz,NB-SABS (D.S.0181)
20-0015-00-1031568-1-2,Ministerio De Gobierno,Bienes,ANPE,Compra De Muebles Y Equipos De Oficina Para La Dirección Nacional De Seguridad Penitenciaria Y Dirección General De Régimen Penitenciario,Adjudicado,2020-03-10,2020-03-04,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Resolución/Nota/Documento que autorice la AmpliacionConvocatoria a AmpliacionResolucion/Documento de SuspensionResolucion/Documento de Reanudacion,FORM 100FORM 170FORM 100-EFORM 100-EFORM RPS,Ver Ficha,Guido Soux Velasquez (Telf: 2440466), ,,   - , ,2020-03-12,La Paz,NB-SABS (D.S.0181)
20-0015-00-1032809-0-E,Ministerio De Gobierno,Consultoria,CM,Consultoría Individual De Línea: Apoyo Administrativo Para El Servicio Aereo De Seguridad Ciudadana,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Guido Soux Velasquez (Telf: 2440466), ,,   - , ,2020-01-27,La Paz,NB-SABS (D.S.0181)
20-0015-00-1033453-1-1,Ministerio De Gobierno,Bienes,ANPP,Adquisición De Un Servidor Y Un Micro Datacenter,En curso,2020-03-17,2020-03-05,Documento Base de ContratacionConvocatoriaResolucion/Documento de SuspensionResolucion/Documento de Reanudacion,FORM 100FORM 100-EFORM RPS,Ver Ficha,Guido Soux Velasquez (Telf: 2440466), ,,   - , ,,La Paz,NB-SABS (D.S.0181)
20-0015-00-1032369-0-E,Ministerio De Gobierno,Bienes,CM,Adquisicion De Papel Para La Direccion General De Migracion,Contratado,,2020-03-06,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Guido Soux Velasquez (Telf: 2440466), ,,   - , ,2020-02-26,La Paz,NB-SABS (D.S.0181)
20-0015-00-1033782-1-1,Ministerio De Gobierno,Bienes,ANPE,Adquisicion De Equipos De Computacion Para El C.E.S.E,En curso,2020-03-12,2020-03-06,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de SuspensionResolucion/Documento de Reanudacion,FORM 100FORM 100-EFORM RPS,Ver Ficha,Guido Soux Velasquez (Telf: 2440466), ,,   - , ,,La Paz,NB-SABS (D.S.0181)
