cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0145-00-1034359-1-1,Universidad Autonoma Juan Misael Saracho,Bienes,ANPE,Compra De Libros Técnicos Impresos Para La Facultad De Ciencias Jurídicas Y Políticas (Para El Proyecto: Mejoramiento Bibliográfico Especializado En Facultades De La Uajms,Desierto,2020-07-16,2020-03-18,Documento Base de ContratacionConvocatoriaResolucion/Documento de SuspensionResolucion/Documento de ReanudacionInforme de la Comision/Responsable de EvaluacionRes. de Desierta (nota),FORM 100FORM 100-EFORM RPSFORM 170,Ver Ficha,Norma Flores Sanchez (Telf: 466-43232- INTERNO 404), ,,   - , ,2020-07-23,Tarija,NB-SABS (D.S.0181)
20-0145-00-1036820-0-E,Universidad Autonoma Juan Misael Saracho,Bienes,CM,Compra De Utiles De Escritorio Tonners Para El Almacen Central Uajms,Contratado,,2020-03-25,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Esther Baltazar Bejarano (Telf: 466-43232- INTERNO 404), ,,   - , ,2020-03-12,Tarija,NB-SABS (D.S.0181)
20-0145-00-1045880-1-1,Universidad Autonoma Juan Misael Saracho,Consultoria,LP,Estudio De Consultoria Por Producto Para La Construccion Y Equipamiento Del Hospital Academico Universitario,Desierto,2020-07-30,2020-06-25,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de SuspensionResolucion/Documento de ReanudacionResolucion de aprobacion del DBCInforme de la Comision/Responsable de EvaluacionRes. de Desierta (nota),FORM 100FORM 100-EFORM RPSFORM 120FORM 170,Ver Ficha,Norma Flores Sanchez (Telf: 466-43232- INTERNO 404), ,,   - ,01/07/2020 10:00,2020-08-12,Tarija,NB-SABS (D.S.0181)
20-0145-00-1045881-1-1,Universidad Autonoma Juan Misael Saracho,Bienes,LP,Adquisicion De Equipos De Computacion (Computadoras E Impresoras) Mobiliario (Sillas Y Mesas Para Computadoras)Para El Proy Equipamiento Para Unidades De Apoyo A La Gestion Academica Uajms,Anulado desde la convocatoria,2020-07-17,2020-06-26,Documento Base de ContratacionConvocatoriaResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Norma Flores Sanchez (Telf: 466-43232- INTERNO 404), ,,   - ,09/07/2020 10:00,,Tarija,NB-SABS (D.S.0181)
20-0145-00-1046855-1-1,Universidad Autonoma Juan Misael Saracho,Obras,ANPP,Construccion Del Sistema Electrico Para La Instalacion Del Sistema De Climatizacion Tipo Vrf Heat Pump Para El Bloque Aulas Fase Ii Campus Univ Fac Cs Int Del Gran Chaco Yacuiba Uajms,Anulado desde la convocatoria,2020-07-13,2020-07-01,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Norma Flores Sanchez (Telf: 466-43232- INTERNO 404), ,,   - , ,,Tarija,NB-SABS (D.S.0181)
20-0145-00-1048682-1-1,Universidad Autonoma Juan Misael Saracho,Obras,LP,Construcción Del Cierre Perimetral Para El Hospital Académico - Uajms; Obra,Anulado desde la convocatoria,2020-08-05,2020-07-15,PlanosDocumento Base de ContratacionConvocatoriaResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Norma Flores Sanchez (Telf: 466-43232- INTERNO 404), ,,   - ,21/07/2020 10:00,,Tarija,NB-SABS (D.S.0181)
20-0145-00-1045881-1-2,Universidad Autonoma Juan Misael Saracho,Bienes,LP,Adquisicion De Equipos De Computacion (Computadoras E Impresoras) Mobiliario (Sillas Y Mesas Para Computadoras)Para El Proy Equipamiento Para Unidades De Apoyo A La Gestion Academica Uajms,En curso,2020-08-11,2020-07-20,ConvocatoriaDocumento Base de ContratacionResolucion de aprobacion del DBC,FORM 100FORM 120,Ver Ficha,Norma Flores Sanchez (Telf: 466-43232- INTERNO 404), ,,   - ,31/07/2020 10:00,,Tarija,NB-SABS (D.S.0181)
20-0145-00-1050659-1-1,Universidad Autonoma Juan Misael Saracho,Bienes,LP,"Adquisición De Equipamiento (Equipo De Sonido, Proyectores Multimedia Y Ecram) Y Mobiliario (Mesa Metálica Para Auditorio, Mueble Metálico Para Computadora, Sillas Metálicas Tapizadas Y Tándem De 3 Asientos) Para El Proyecto: Equipamiento Didactico Para Aulas Uajms",En curso,2020-08-14,2020-07-23,Documento Base de ContratacionConvocatoriaResolucion de aprobacion del DBC,FORM 100FORM 120,Ver Ficha,Norma Flores Sanchez (Telf: 466-43232- INTERNO 404), ,,   - ,29/07/2020 10:00,,Tarija,NB-SABS (D.S.0181)
20-0145-00-1050170-1-1,Universidad Autonoma Juan Misael Saracho,Servicios Generales,LP,Contratacion De Seguro Para El Parque Automotor De La Uajms Gestion 2020-2021,Anulado desde la convocatoria,2020-08-17,2020-07-24,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Norma Flores Sanchez (Telf: 466-43232- INTERNO 404), ,,   - ,29/07/2020 10:00,,Tarija,NB-SABS (D.S.0181)
20-0145-00-1051445-1-1,Universidad Autonoma Juan Misael Saracho,Bienes,LP,Adquisicion De Maquinaria Y Equipo De Produccion Equipamiento Y Refaccion Imprenta Y Editorial Universitaria,Vigente,2020-08-18,2020-07-27,ConvocatoriaDocumento Base de ContratacionResolucion de aprobacion del DBC,FORM 100FORM 120,Ver Ficha,Norma Flores Sanchez (Telf: 466-43232- INTERNO 404), ,,   - ,31/07/2020 10:00,,Tarija,NB-SABS (D.S.0181)
20-0145-00-1050170-1-2,Universidad Autonoma Juan Misael Saracho,Servicios Generales,LP,Contratacion De Seguro Para El Parque Automotor De La Uajms Gestion 2020-2021,Vigente,2020-08-21,2020-07-30,Documento Base de ContratacionConvocatoriaResolucion de aprobacion del DBC,FORM 100FORM 120,Ver Ficha,Norma Flores Sanchez (Telf: 466-43232- INTERNO 404), ,,   - ,07/08/2020 10:00,,Tarija,NB-SABS (D.S.0181)
