cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0283-02-1032000-1-1,Aduana Nacional Regional La Paz,Obras,ANPP,Mantenimiento De Oficinas De La Administracion Aduana Interior La Paz,Anulado desde la convocatoria,2020-03-19,2020-03-06,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Roberto Carlos Baldivieso Perez (Telf: 2818358), ,,   - ,10/03/2020 10:00,,La Paz,NB-SABS (D.S.0181)
20-0283-02-1034179-1-1,Aduana Nacional Regional La Paz,Consultoria,ANPE,Contratación Del Servicio De Un (1) Técnico De Disposición De Mercancias Para La Administración Aduana Zona Franca Cobija De La Gerencia Regional La Paz,Anulado desde la convocatoria,2020-03-16,2020-03-09,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionResolucion/Documento de SuspensionResolucion/Documento de ReanudacionResolucion/Documento de Anulacion,FORM 100FORM 170FORM 100-EFORM RPSFORM 100-E,Ver Ficha,Roberto Carlos Baldivieso Perez (Telf: 2818358), ,,   - , ,2020-03-20,La Paz,NB-SABS (D.S.0181)
20-0283-02-1034962-1-1,Aduana Nacional Regional La Paz,Obras,ANPE,Mantenimiento De Vivienda De La Administración Aduana Zona Franca Cobija,Desierto,2020-03-18,2020-03-11,PlanosConvocatoriaDocumento Base de ContratacionPlanosResolucion/Documento de SuspensionResolucion/Documento de ReanudacionRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 100-EFORM RPSFORM 170,Ver Ficha,Eddy Eduardo Quinajo Mamani (Telf: 2818358), ,,   - ,13/03/2020 10:00,2020-06-17,La Paz,NB-SABS (D.S.0181)
20-0283-02-1005606-4-1,Aduana Nacional Regional La Paz,Servicios Generales,ANPE,Contratación Del Servicio De Arrendamiento De Vivienda (2) Para Servidores Públicos  De La Administración Aduana Frontera Desaguadero Gestión 2020,Anulado desde la convocatoria,2020-03-20,2020-03-13,Documento Base de ContratacionConvocatoriaResolucion/Documento de SuspensionResolucion/Documento de ReanudacionConvocatoria a AmpliacionResolución/Nota/Documento que autorice la AmpliacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionVer mas...,FORM 100FORM 100-EFORM RPSFORM 100-EFORM 170FORM 100-E,Ver Ficha,Eddy Eduardo Quinajo Mamani (Telf: 2818358), ,,   - , ,2020-06-23,La Paz,NB-SABS (D.S.0181)
20-0283-02-1032000-1-2,Aduana Nacional Regional La Paz,Obras,ANPP,Mantenimiento De Oficinas De La Administracion Aduana Interior La Paz,Suspendido,2020-03-30,2020-03-17,ConvocatoriaDocumento Base de ContratacionPlanosPlanosPlanosPlanosResolucion/Documento de SuspensionResolucion/Documento de ReanudacionVer mas...,FORM 100FORM 100-EFORM RPSFORM 100-EFORM 100-E,Ver Ficha,Roberto Carlos Baldivieso Perez (Telf: 2818358), ,,   - ,25/03/2020 10:00,,La Paz,NB-SABS (D.S.0181)
20-0283-02-1036672-1-1,Aduana Nacional Regional La Paz,Consultoria,ANPE,Contratación Del Servicio De Dos (2) Técnicos De Disposición De Mercancias Para La Administración Aduana Aeropuert El Alto De La Gerencia Regional La Paz,Contratado,2020-06-24,2020-03-19,Documento Base de ContratacionConvocatoriaResolucion/Documento de SuspensionResolucion/Documento de ReanudacionResolución/Nota/Documento que autorice la AmpliacionConvocatoria a AmpliacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionVer mas...,FORM 100FORM 100-EFORM RPSFORM 100-EFORM 170FORM 100-EFORM 200,Ver Ficha,Eddy Eduardo Quinajo Mamani (Telf: 2818358), ,,   - , ,2020-07-01,La Paz,NB-SABS (D.S.0181)
20-0283-02-1041806-0-E,Aduana Nacional Regional La Paz,Servicios Generales,EM,Servicio De Transporte  Para Personal De La Gerencia Regional La Paz Por Emergencia Sanitaria Covid-19,Contratado,,2020-05-27,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Roberto Carlos Baldivieso Perez (Telf: 2818358), ,,   - , ,2020-05-05,La Paz,NB-SABS (D.S.0181)
20-0283-02-1046674-1-1,Aduana Nacional Regional La Paz,Bienes,ANPP,Adquisicion De Toners Para La Gerencia Regional La Paz Gestion 2020,Contratado,2020-07-09,2020-06-26,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de Servicio,FORM 100FORM 170FORM 200,Ver Ficha,Roberto Carlos Baldivieso Perez (Telf: 2818358), ,,   - , ,2020-07-15,La Paz,NB-SABS (D.S.0181)
20-0283-02-1047306-1-1,Aduana Nacional Regional La Paz,Bienes,ANPE,Adquisición De Papel Membretado Y Hojas De Ruta Para La Gerencia Regional La Paz Gestión 2020,Contratado,2020-07-07,2020-06-30,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 100FORM 170FORM 200,Ver Ficha,Eddy Eduardo Quinajo Mamani (Telf: 2818358), ,,   - , ,2020-07-13,La Paz,NB-SABS (D.S.0181)
20-0283-02-1047887-0-E,Aduana Nacional Regional La Paz,Servicios Generales,CM,Contratacion Del Servicio De Remolque De Mediano Y Alto Tonelaje Para La Unidad De Coordinacion Operativa E Investigacion De La Gerencia Regional La Paz,Contratado,,2020-07-03,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Eddy Eduardo Quinajo Mamani (Telf: 2818358), ,,   - , ,2020-06-23,La Paz,NB-SABS (D.S.0181)
20-0283-02-1048523-0-E,Aduana Nacional Regional La Paz,Servicios Generales,CD,Contratacion Del Servicio De Alquiler De Oficinas Para El Archivo Central De La Gerencia Regional La Paz,Contratado,,2020-07-08,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Roberto Carlos Baldivieso Perez (Telf: 2818358), ,,   - , ,2020-06-17,La Paz,NB-SABS (D.S.0181)
20-0283-02-1049423-0-E,Aduana Nacional Regional La Paz,Bienes,CM,Adquisicion De Llantas Para La Gerencia Regional La Paz - Gestion 2020,Contratado,,2020-07-14,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Roberto Carlos Baldivieso Perez (Telf: 2818358), ,,   - , ,2020-06-25,La Paz,NB-SABS (D.S.0181)
20-0283-02-1050611-1-1,Aduana Nacional Regional La Paz,Bienes,ANPP,Adquisición De Solución Central Telefónica Ip Para La Gerencia Regional La Paz Y Administraciones Dependientes,Adjudicado,2020-08-03,2020-07-21,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Eddy Eduardo Quinajo Mamani (Telf: 2818358), ,,   - , ,2020-08-10,La Paz,NB-SABS (D.S.0181)
20-0283-02-1050573-1-1,Aduana Nacional Regional La Paz,Bienes,ANPP,"Adquisición De Computadoras De Escritorio Y Portátiles, Escáneres E Impresoras De Alto Tráfico Para La Gerencia Regional La Paz Y Administraciones Dependientes",Adjudicado,2020-08-03,2020-07-21,ConvocatoriaDocumento Base de ContratacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Eddy Eduardo Quinajo Mamani (Telf: 2818358), ,,   - , ,2020-08-10,La Paz,NB-SABS (D.S.0181)
