cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0148-00-1032059-1-1,Universidad Amazonica De Pando,Servicios Generales,ANPE,"Servicio De Limpieza Edificio Bloque A, Bloque C, Bloque D Y Bloque G Campus Universitario 2020",Desierto,2020-03-06,2020-03-02,ConvocatoriaDocumento Base de ContratacionInforme de la Comision/Responsable de EvaluacionRes. de Desierta (nota),FORM 100FORM 170,Ver Ficha,Guido Zampiery Taborga (Telf: 8422411), ,,   - , ,2020-03-09,Pando,NB-SABS (D.S.0181)
20-0148-00-1032072-1-1,Universidad Amazonica De Pando,Servicios Generales,ANPE,"Servicio De Limpieza Edificio Bloque B, Bloque E, Bloque F, Biblioteca Central Y Radio Universitaria Del Campus Universitario 2020",Anulado desde la convocatoria,2020-03-06,2020-03-02,Documento Base de ContratacionConvocatoriaResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Guido Zampiery Taborga (Telf: 8422411), ,,   - , ,,Pando,NB-SABS (D.S.0181)
20-0148-00-1032063-1-1,Universidad Amazonica De Pando,Servicios Generales,ANPE,Servicio De Limpieza De La Sección De Activos Fijos Y Canal Universitario Y Parqueo De Rectorado De La Universidad Amazónica De Pando 2020,Anulado desde la convocatoria,2020-03-06,2020-03-02,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Brian Ivan Rivero Quiroga (Telf: 8422411), ,,   - , ,,Pando,NB-SABS (D.S.0181)
20-0148-00-1033397-0-E,Universidad Amazonica De Pando,Consultoria,CM,Consultoría Individual De Línea Auxiliar I Encargado De Trámites Y Procesos Dependiente De La Unidad De Bienes Y Servicios De La Universidad Amazónica De Pando,Contratado,,2020-03-05,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Brian Ivan Rivero Quiroga (Telf: 8422411), ,,   - , ,2020-01-30,Pando,NB-SABS (D.S.0181)
20-0148-00-1033412-0-E,Universidad Amazonica De Pando,Consultoria,CM,Consultoría Individual De Línea Técnico Iv Responsable Administrativo,Contratado,,2020-03-05,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Brian Ivan Rivero Quiroga (Telf: 8422411), ,,   - , ,2020-01-30,Pando,NB-SABS (D.S.0181)
20-0148-00-1033439-0-E,Universidad Amazonica De Pando,Consultoria,CM,Consultoría Individual De Línea Asistente Administrativo Técnico Iii Proyecto Estrategias De Selección Y Propagación De Castaña,Contratado,,2020-03-05,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Brian Ivan Rivero Quiroga (Telf: 8422411), ,,   - , ,2020-01-16,Pando,NB-SABS (D.S.0181)
20-0148-00-1033375-0-E,Universidad Amazonica De Pando,Consultoria,CM,Consultoría Individual De Línea Técnico Iii De La Unidad De Recursos Humanos,Contratado,,2020-03-05,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Brian Ivan Rivero Quiroga (Telf: 8422411), ,,   - , ,2020-01-30,Pando,NB-SABS (D.S.0181)
20-0148-00-1033451-0-E,Universidad Amazonica De Pando,Consultoria,CM,Consultoría Individual De Línea Técnico Iv Responsable Del Gabinete Psicopedagógico,Contratado,,2020-03-05,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Brian Ivan Rivero Quiroga (Telf: 8422411), ,,   - , ,2020-01-30,Pando,NB-SABS (D.S.0181)
20-0148-00-1033707-0-E,Universidad Amazonica De Pando,Consultoria,CM,Consultoría Individual De Línea Técnico Iv De Orientación Vocacional Y Profesional,Contratado,,2020-03-06,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Brian Ivan Rivero Quiroga (Telf: 8422411), ,,   - , ,2020-01-30,Pando,NB-SABS (D.S.0181)
20-0148-00-1033811-0-E,Universidad Amazonica De Pando,Consultoria,CM,Consultoría Individual De Línea Técnico Iv: Encargado De Centro De Práctica De La Carrera De Turismo Sostenible Para La Acreditación,Contratado,,2020-03-06,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Brian Ivan Rivero Quiroga (Telf: 8422411), ,,   - , ,2020-02-14,Pando,NB-SABS (D.S.0181)
