cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1517-00-1032999-0-E,Gobierno Autonomo Municipal De Cotagaita,Servicios Generales,CM,"Contratación De Equipo Pesado (Cisterna), Para Realizar Trabajos De Atención Con Agua Potable A La Comunidad De Sagrario Distrito15",Contratado,,2020-03-05,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Rodrigo Mendizabal Villa (Telf: 06949155), ,,   - , ,2020-01-06,Potosi,NB-SABS (D.S.0181)
20-1517-00-1034236-0-E,Gobierno Autonomo Municipal De Cotagaita,Bienes,CM,Adquisición De Herramientas Menores Para Atención De Desastres Naturales A Familias Afectadas En La Localidad De Cotagaita,Contratado,,2020-03-09,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Rodrigo Mendizabal Villa (Telf: 06949155), ,,   - , ,2020-03-03,Potosi,NB-SABS (D.S.0181)
20-1517-00-1035131-0-E,Gobierno Autonomo Municipal De Cotagaita,Bienes,CM,Adquisición De Materiales Para Prevenir Los Desastres Naturales Por La Caída De Granizo En El Sector Agrícola Del Municipio De Cotagaita,Contratado,,2020-03-12,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Rodrigo Mendizabal Villa (Telf: 06949155), ,,   - , ,2020-01-31,Potosi,NB-SABS (D.S.0181)
20-1517-00-1038874-1-1,Gobierno Autonomo Municipal De Cotagaita,Bienes,ANPP,Servicios De Salud Universal Y Gratuita - Sus (Adquisición De Productos Farmacéuticos - Medicamentos Para La Prestación De Servicios De Salud Integral Semestre I/2020),No Informado,2020-05-08,2020-04-24,ConvocatoriaDocumento Base de ContratacionInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota),FORM 100FORM 170,Ver Ficha,Obed Isai Copa Apaza (Telf: 06949155), ,,   - , ,2020-05-15,Potosi,NB-SABS (D.S.0181)
20-1517-00-1039069-0-E,Gobierno Autonomo Municipal De Cotagaita,Bienes,CM,Adquisición De Material De Escritorio Para El G.A.M. Cotagaita,Contratado,,2020-04-27,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Rodrigo Mendizabal Villa (Telf: 06949155), ,,   - , ,2020-02-05,Potosi,NB-SABS (D.S.0181)
20-1517-00-1041973-1-1,Gobierno Autonomo Municipal De Cotagaita,Bienes,ANPP,Alumbrado Publico Municipal Cotagaita,Adjudicado,2020-06-10,2020-05-28,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Obed Isai Copa Apaza (Telf: 06949155), ,,   - , ,2020-06-17,Potosi,NB-SABS (D.S.0181)
20-1517-00-1041965-0-E,Gobierno Autonomo Municipal De Cotagaita,Bienes,CM,Adquisición Extra Ordinaria De Insumos De Bioseguridad Y Equipamiento Para La Red De Servicios De Salud,Contratado,,2020-05-28,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Rodrigo Mendizabal Villa (Telf: 06949155), ,,   - , ,2020-04-24,Potosi,NB-SABS (D.S.0181)
20-1517-00-1044125-0-E,Gobierno Autonomo Municipal De Cotagaita,Bienes,CM,Adquisición De Equipamiento Para Las Diferentes Unidades De La Dirección Distrital,Contratado,,2020-06-10,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Rodrigo Mendizabal Villa (Telf: 06949155), ,,   - , ,2020-03-04,Potosi,NB-SABS (D.S.0181)
20-1517-00-1045806-1-1,Gobierno Autonomo Municipal De Cotagaita,Bienes,ANPP,Servicios De Salud Universal Y Gratuita - Sus (Adquisición De Complemento Nutricional (Carmelo)),Desierto,2020-07-03,2020-06-19,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Desierta (nota),FORM 100FORM 170,Ver Ficha,Obed Isai Copa Apaza (Telf: 06949155), ,,   - , ,2020-07-06,Potosi,NB-SABS (D.S.0181)
20-1517-00-1045821-1-1,Gobierno Autonomo Municipal De Cotagaita,Bienes,ANPE,Programa Desnutrición Cero Salud (Adquisición De Complemento Nutricional (Nutribebé)),Adjudicado,2020-06-29,2020-06-19,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota),FORM 100FORM 170,Ver Ficha,Obed Isai Copa Apaza (Telf: 06949155), ,,   - , ,2020-07-02,Potosi,NB-SABS (D.S.0181)
