cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
19-0020-00-1032173-0-E,Ministerio De Defensa ,Servicios Generales,CD,"Seguro De Accidentes Personales Para Personal Militar Destinado En El Viceministerio De Lucha Contra El Contrabando, Periodo 2019 - 2020",Contratado,,2020-03-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Antonio Magne Vargas (Telf: 2432525  int 4209), ,,   - , ,2019-08-22,La Paz,NB-SABS (D.S.0181)
20-0020-00-1032827-0-E,Ministerio De Defensa ,Bienes,CM,Tela Negra Para La Confeccion De Uniformes De La Armada Boliviana,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Severo Quispe Flores (Telf: 2432525  int 4209), ,,   - , ,2020-02-26,La Paz,NB-SABS (D.S.0181)
20-0020-00-1033698-1-1,Ministerio De Defensa ,Bienes,LP,Arroz Personal De Tropa E Ii.Mm. De Las Fuerzas Armadas,Cancelado,2020-03-27,2020-03-06,Documento Base de ContratacionConvocatoriaEnmiendasResolucion de aprobacion del DBCResolucion/Documento de SuspensionResolucion/Documento de Cancelacion,FORM 100FORM 120FORM 100-EFORM 100-E,Ver Ficha,Antonio Magne Vargas (Telf: 2432525  int 4209), ,,   - ,12/03/2020 09:00,,La Paz,NB-SABS (D.S.0181)
20-0020-00-1034546-1-1,Ministerio De Defensa ,Bienes,LP,Fideo Personal De Tropa E Ii.Mm. De Las Fuerzas Armadas,Cancelado,2020-03-31,2020-03-10,ConvocatoriaDocumento Base de ContratacionResolucion de aprobacion del DBCEnmiendasResolucion/Documento de SuspensionResolucion/Documento de Cancelacion,FORM 100FORM 120FORM 100-EFORM 100-E,Ver Ficha,Edgar Armando Mamani Gutiérrez (Telf: 2432525  int 4209), ,,   - ,18/03/2020 11:00,,La Paz,NB-SABS (D.S.0181)
20-0020-00-1034603-0-E,Ministerio De Defensa ,Bienes,CM,Indumentaria Para Inspecciones Y Comisiones De Servicio (Botas De Combate),Contratado,,2020-03-10,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Severo Quispe Flores (Telf: 2432525  int 4209), ,,   - , ,2020-02-10,La Paz,NB-SABS (D.S.0181)
20-0020-00-1034655-1-1,Ministerio De Defensa ,Bienes,LP,Harina De Trigo Personal De Tropa E Ii.Mm. De Las Fuerzas Armadas,Cancelado,2020-03-31,2020-03-10,Documento Base de ContratacionConvocatoriaResolucion de aprobacion del DBCEnmiendasResolucion/Documento de SuspensionResolucion/Documento de Cancelacion,FORM 100FORM 120FORM 100-EFORM 100-E,Ver Ficha,Antonio Magne Vargas (Telf: 2432525  int 4209), ,,   - ,16/03/2020 09:00,,La Paz,NB-SABS (D.S.0181)
20-0020-00-1034688-0-E,Ministerio De Defensa ,Bienes,CM,Chamarra Tactica,Contratado,,2020-03-10,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Wendy Yenny Rios Melgar (Telf: 2432525  int 4209), ,,   - , ,2020-02-11,La Paz,NB-SABS (D.S.0181)
20-0020-00-1034677-0-E,Ministerio De Defensa ,Bienes,CM,Indumentaria Para Inspecciones Y Comisiones De Servicio (Mochila),Contratado,,2020-03-10,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Edwin Escobar Renjipo (Telf: 2432525  int 4209), ,,   - , ,2020-02-11,La Paz,NB-SABS (D.S.0181)
20-0020-00-1035011-1-1,Ministerio De Defensa ,Bienes,LP,Azucar Personal De Tropa E Ii.Mm. De Las Fuerzas Armadas,Cancelado,2020-04-01,2020-03-11,Documento Base de ContratacionConvocatoriaResolucion de aprobacion del DBCEnmiendasResolucion/Documento de SuspensionResolucion/Documento de Cancelacion,FORM 100FORM 120FORM 100-EFORM 100-E,Ver Ficha,Edgar Armando Mamani Gutiérrez (Telf: 2432525  int 4209), ,,   - ,18/03/2020 16:00,,La Paz,NB-SABS (D.S.0181)
20-0020-00-1036167-1-1,Ministerio De Defensa ,Servicios Generales,ANPP,Servicio De Courier Para El Ministerio De Defensa 2020,Suspendido,2020-03-27,2020-03-17,Documento Base de ContratacionConvocatoriaResolucion/Documento de Suspension,FORM 100FORM 100-E,Ver Ficha,Edgar Armando Mamani Gutiérrez (Telf: 2432525  int 4209), ,,   - , ,,La Paz,NB-SABS (D.S.0181)
20-0020-00-1036327-0-E,Ministerio De Defensa ,Bienes,CM,"Prendas De Vestir, Telas Y Accesorios Para La Confección De Uniformes De La Armada Boliviana.",Contratado,,2020-03-17,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Edwin Escobar Renjipo (Telf: 2432525  int 4209), ,,   - , ,2020-02-27,La Paz,NB-SABS (D.S.0181)
20-0020-00-1036581-1-1,Ministerio De Defensa ,Servicios Generales,LP,Seguro De Accidentes Personales Para Premilitares De Las Fuerzas Armadas Periodo 2020 - 2021,Suspendido,2020-04-08,2020-03-18,Documento Base de ContratacionConvocatoriaResolucion/Documento de Suspension,FORM 100FORM 100-E,Ver Ficha,Antonio Magne Vargas (Telf: 2432525  int 4209), ,,   - ,24/03/2020 09:00,,La Paz,NB-SABS (D.S.0181)
20-0020-00-1036174-1-1,Ministerio De Defensa ,Servicios Generales,LP,Seguro De Accidentes Personales Para Soldados Y Marineros De Las Fuerzas Armadas Periodo 2020 - 2021,Adjudicado,2020-06-23,2020-03-18,Documento Base de ContratacionConvocatoriaResolucion/Documento de SuspensionResolucion/Documento de ReanudacionResolucion de aprobacion del DBCEnmiendasRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 100-EFORM RPSFORM 120FORM 170,Ver Ficha,Edgar Armando Mamani Gutiérrez (Telf: 2432525  int 4209), ,,   - ,25/03/2020 10:00,2020-06-26,La Paz,NB-SABS (D.S.0181)
20-0020-00-1037087-0-E,Ministerio De Defensa ,Bienes,CM,Tela Blanca Razo Tocotex Y Grados De Pala Con Ancla Para La Armada Boliviana,Contratado,,2020-03-20,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Severo Quispe Flores (Telf: 2432525  int 4209), ,,   - , ,2020-02-27,La Paz,NB-SABS (D.S.0181)
