cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0291-00-1032515-0-E,Administradora Boliviana De Carreteras (Abc),Consultoria,CM,Consultor De Linea Profesional 6 Ingeniero Civil,Contratado,,2020-03-03,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Candy Giovana Alanoca Vicente (Telf: 2159800), ,,   - , ,2020-01-29,La Paz,NB-SABS (D.S.0181)
20-0291-00-1032598-0-E,Administradora Boliviana De Carreteras (Abc),Consultoria,CM,Consultor Individual De Linea Profesional 6 Auditor Financiero Ii,Contratado,,2020-03-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Candy Giovana Alanoca Vicente (Telf: 2159800), ,,   - , ,2020-01-23,La Paz,NB-SABS (D.S.0181)
20-0291-00-1033036-0-E,Administradora Boliviana De Carreteras (Abc),Servicios Generales,CM,Servicio De Apoyo En Funciones Secretariales Y De Apoyo Administrativo En La Ejecución De Los Procesos De Contrataciones De Bienes Y Servicios De Funcionamiento,Contratado,,2020-03-04,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Juan Luis Machicado Gutierrez (Telf: 2159800), ,,   - , ,2020-02-05,La Paz,NB-SABS (D.S.0181)
20-0291-00-1034658-0-E,Administradora Boliviana De Carreteras (Abc),Servicios Generales,CM,Difusion De Cuña Radial Institucional Sobre La Red Vial Fundamental,Contratado,,2020-03-10,Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Ver mas...,FORM 400,Ver Ficha,Adalid Bejarano Salas (Telf: 2159800), ,,   - , ,2020-02-19,La Paz,NB-SABS (D.S.0181)
20-0291-00-1025154-2-1,Administradora Boliviana De Carreteras (Abc),Consultoria,OF,Profesional En Coordinacion De Financiamiento Externo Bid,Desierto,2020-03-18,2020-03-11,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de SuspensionResolucion/Documento de ReanudacionRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 100-EFORM RPSFORM 170,Ver Ficha,Candy Giovana Alanoca Vicente (Telf: 2159800), ,,   - , ,2020-03-20,La Paz,BID
20-0291-00-1035402-0-E,Administradora Boliviana De Carreteras (Abc),Consultoria,CM,Consultor De Lã?ÂNea Profesional 6 Ingeniero Civil--,Contratado,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Juan Luis Machicado Gutierrez (Telf: 2159800), ,,   - , ,2020-02-13,La Paz,NB-SABS (D.S.0181)
20-0291-00-1035444-0-E,Administradora Boliviana De Carreteras (Abc),Consultoria,CM,Consultor De Linea Facilitador En Resolucion De Conflictos En Proyectos En Construccion,Contratado,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Juan Luis Machicado Gutierrez (Telf: 2159800), ,,   - , ,2020-02-18,La Paz,NB-SABS (D.S.0181)
20-0291-00-1035486-1-1,Administradora Boliviana De Carreteras (Abc),Consultoria,OF,Miembro De Junta De Resolución De Controversias Del Proyecto Crece (Rehabilitación De La Ruta Santa Cruz ? Trinidad),No Informado,2020-03-23,2020-03-12,Documento Base de ContratacionConvocatoria,FORM 100,Ver Ficha,Hector Catacora Saavedra (Telf: 2159800), ,,   - ,12/03/2020 08:30,,La Paz,BM
20-0291-00-1035372-0-E,Administradora Boliviana De Carreteras (Abc),Bienes,CM,Adquisicion De Hardware-Firewall Perimetral,Contratado,,2020-03-12,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Juan Luis Machicado Gutierrez (Telf: 2159800), ,,   - , ,2020-02-13,La Paz,NB-SABS (D.S.0181)
20-0291-00-1036533-0-E,Administradora Boliviana De Carreteras (Abc),Consultoria,CM,Asistente Técnico De Proyectos De Inversión,Contratado,,2020-03-18,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Contrato Modificatorio/Orden de Cambio,FORM 400FORM 250,Ver Ficha,Juan Luis Machicado Gutierrez (Telf: 2159800), ,,   - , ,2020-03-05,La Paz,NB-SABS (D.S.0181)
20-0291-00-1036550-0-E,Administradora Boliviana De Carreteras (Abc),Servicios Generales,CM,Apoyo Al Área De Gestión De Financiamiento Externo,Contratado,,2020-03-18,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Doc. resolucion Contrato / Doc. deja sin efecto Orden de Compra/Servicio,FORM 400FORM 600,Ver Ficha,Juan Luis Machicado Gutierrez (Telf: 2159800), ,,   - , ,2020-03-05,La Paz,NB-SABS (D.S.0181)
20-0291-00-1036525-0-E,Administradora Boliviana De Carreteras (Abc),Consultoria,CM,Ingeniero Civil I Para La Subgerencia De Construccion,Contratado,,2020-03-18,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Juan Luis Machicado Gutierrez (Telf: 2159800), ,,   - , ,2020-03-09,La Paz,NB-SABS (D.S.0181)
