cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1218-00-1032870-0-E,Gobierno Autonomo Municipal De Inquisivi,Bienes,CM,Adquisicion De Complemento Nutricional Carmelo - Centro De Salud Capiñata,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Blanca Mamani Tangara (Telf: 67199312), ,,   - , ,2020-02-07,La Paz,NB-SABS (D.S.0181)
20-1218-00-1033615-0-E,Gobierno Autonomo Municipal De Inquisivi,Servicios Generales,EM,Conformacion De Muro De Contencion Para La Proteccion Del Puente Cotacages - Atencion De Emergencia En El Distrito Norte,Contratado,,2020-03-06,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Blanca Mamani Tangara (Telf: 67199312), ,,   - , ,2020-02-21,La Paz,NB-SABS (D.S.0181)
20-1218-00-1034129-0-E,Gobierno Autonomo Municipal De Inquisivi,Bienes,CM,"Equipamiento Y Refaccion De Unidades Educativas (Refaccion De Laboratorios U.E. Ventilla, Elizardo Perez Y Copacabana)",Contratado,,2020-03-09,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Blanca Mamani Tangara (Telf: 67199312), ,,   - , ,2020-02-17,La Paz,NB-SABS (D.S.0181)
20-1218-00-1033939-0-E,Gobierno Autonomo Municipal De Inquisivi,Consultoria,CM,E.D.T.P. Construcción Sistema De Agua Potable Arcopongo,Contratado,,2020-03-09,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Blanca Mamani Tangara (Telf: 67199312), ,,   - , ,2020-02-10,La Paz,NB-SABS (D.S.0181)
17-1218-00-1038699-0-E,Gobierno Autonomo Municipal De Inquisivi,Obras,CD,Const. 6 Aulas. Sala De Profesores Y Direccion U.E. Kanamarca - Inquisivi,Contratado,,2020-04-22,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Ivan Adalid Espinoza Villafan (Telf: 022136215), ,,   - , ,2017-08-08,La Paz,D.S. 2511 Programa Bolivia Cambia
17-1218-00-1038638-0-E,Gobierno Autonomo Municipal De Inquisivi,Obras,CD,"Const. 6 Aulas, Sala De Profesores, Dir. Y Bateria De Baã?Os U.E. Gualberto V. Palmarpampa - Inquisivi",Contratado,,2020-04-22,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Ivan Adalid Espinoza Villafan (Telf: 022136215), ,,   - , ,2017-08-08,La Paz,D.S. 2511 Programa Bolivia Cambia
17-1218-00-1038814-0-E,Gobierno Autonomo Municipal De Inquisivi,Obras,CD,"Const. 6 Aulas, Sala De Profesores Y Direccion U.E. Siguas - Inquisivi",Contratado,,2020-04-23,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Ivan Adalid Espinoza Villafan (Telf: 022136215), ,,   - , ,2017-08-08,La Paz,D.S. 2511 Programa Bolivia Cambia
17-1218-00-1039034-0-E,Gobierno Autonomo Municipal De Inquisivi,Obras,CD,Const. De 6 Aulas Sala De Profesores Y Direccion U.E. Eliodoro Camacho - Inquisivi,Contratado,,2020-04-27,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Adalid Espinoza Villafan (Telf: 022136215), ,,   - , ,2017-08-08,La Paz,NB-SABS (D.S.0181)
17-1218-00-1039157-0-E,Gobierno Autonomo Municipal De Inquisivi,Obras,CD,Construccion De Vivienda Posta Sanitaria Yacupampa (Obra Fina),Contratado,,2020-04-28,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Blanca Mamani Tangara (Telf: 022136215), ,,   - , ,2017-07-18,La Paz,NB-SABS (D.S.0181)
17-1218-00-1039163-0-E,Gobierno Autonomo Municipal De Inquisivi,Obras,CD,Construccion Vivienda Para Profesores U.E. Challwiri (Obra Gruesa),Contratado,,2020-04-28,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Blanca Mamani Tangara (Telf: 022136215), ,,   - , ,2017-09-06,La Paz,NB-SABS (D.S.0181)
17-1218-00-1039168-0-E,Gobierno Autonomo Municipal De Inquisivi,Obras,CD,Conclusion Enlosetado Plaza Capiñata,Contratado,,2020-04-28,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Adalid Espinoza Villafan (Telf: 022136215), ,,   - , ,2017-09-12,La Paz,NB-SABS (D.S.0181)
17-1218-00-1039517-0-E,Gobierno Autonomo Municipal De Inquisivi,Obras,CD,Apertura De Camino Fase Ii San Miguel Unificada,Contratado,,2020-05-04,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Ivan Adalid Espinoza Villafan (Telf: 022136215), ,,   - , ,2017-07-07,La Paz,NB-SABS (D.S.0181)
20-1218-00-1040721-0-E,Gobierno Autonomo Municipal De Inquisivi,Bienes,CM,Adquisicion De Alimentos Pedecederos Para Las Familias Mas Vulnerables Que Son Afectados Por La Escases De Alimentos A Causa De La Emergencia Nacional En Salud Covid 19 Dentro El Municipio De Inquisivi.,Contratado,,2020-05-18,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Blanca Mamani Tangara (Telf: 67199312), ,,   - , ,2020-04-22,La Paz,NB-SABS (D.S.0181)
20-1218-00-1040781-0-E,Gobierno Autonomo Municipal De Inquisivi,Bienes,CM,Primera Adquisicion De Medicamentos E Insumos Medicos Para El C.S. Inquisivi.,Contratado,,2020-05-19,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Blanca Mamani Tangara (Telf: 67199312), ,,   - , ,2020-03-13,La Paz,NB-SABS (D.S.0181)
20-1218-00-1040910-0-E,Gobierno Autonomo Municipal De Inquisivi,Bienes,CM,Adquisicion De Medicamentos E Insumos Medicos Para El C.S. Cavari,Contratado,,2020-05-20,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Blanca Mamani Tangara (Telf: 67199312), ,,   - , ,2020-04-28,La Paz,NB-SABS (D.S.0181)
20-1218-00-1040928-0-E,Gobierno Autonomo Municipal De Inquisivi,Bienes,CM,Adquisicion De Materiales Y Equipos De Bioseguridad Para La Sala De Aislamiento Del C.S. Inquisivi,Contratado,,2020-05-22,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Blanca Mamani Tangara (Telf: 67199312), ,,   - , ,2020-05-05,La Paz,NB-SABS (D.S.0181)
18-1218-00-1044862-0-E,Gobierno Autonomo Municipal De Inquisivi,Obras,CD,Const. Centro Cultural Habara,Contratado,,2020-06-16,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Adalid Espinoza Villafan (Telf: 67199312), ,,   - , ,2018-08-20,La Paz,NB-SABS (D.S.0181)
